,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo
602,602,"I'm hanging out with a friend chit chatting, but realizing he's not putting much effort, like usual, into having good conversation.  He just repeats the same thing ad nauseam. He's a nice guy, but I don't want to be friends with him any more as he's putting no effort into not being completely boring. ", Labeling,im hanging friend chit chatting realizing he putting much effort like usual good conversation repeat thing ad nauseam he nice guy dont want friend he putting effort completely boring,0.7064879,6.0835032,-1.9692516,3.0048134,13.417225,8.70299,1,1,3,0,0,1
603,603,"Time is running short on the workday, my boss asks me if I can finish a task that will require me to stay for a few extra hours. Why would you wait until the last minute to ask me this. ", Catastrophizing,time running short workday bos asks finish task require stay extra hour would wait last minute ask,15.85396,0.09809233,2.625169,7.766518,-2.5472362,11.404718,7,3,6,1,2,0
604,604,I saw my friend comment on an Instagram post when he's been ignoring me. My friend doesn't like me anymore. , Personalizing,saw friend comment instagram post he ignoring friend doesnt like anymore,1.3963107,5.9180517,-5.147703,7.8718133,14.402698,7.853809,13,1,3,0,0,1
605,605,I missed a personal deadline for a project a friend asked me to help with. I made a deadline and missed it. , Negative feeling or emotion,missed personal deadline project friend asked help made deadline missed,13.03954,0.83375037,3.013964,8.476303,-3.8098602,10.810307,16,3,6,1,2,0
606,606,My mom cooked me breakfast and the eggs which she knows i like over medium were over cooked. I became very upset. frustration , Disqualifying the Positive,mom cooked breakfast egg know like medium cooked became upset frustration,14.560347,-1.166074,8.856698,10.263825,8.630023,10.913684,12,9,13,1,3,3
607,607,My friend and I had made plans months ago to go to a basketball game. The day before the game he calls me and says he cant go because he forgot he made plans with his wife. I started yelling at him and told him these tickets were expensive and you promised me. I was really angry for cancelling last minute because he has done this in the past I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind , Blaming,friend made plan month ago go basketball game day game call say cant go forgot made plan wife started yelling told ticket expensive promised really angry cancelling last minute done past get upset people cant keep promise plan made critical put tough bind,3.122348,5.76437,0.72974205,3.8217201,15.283098,10.106043,1,16,17,0,2,1
608,608,My grandma died a few years ago and my aunt recently had major surgery. I'm scared of losing loved ones , Catastrophizing,grandma died year ago aunt recently major surgery im scared losing loved one,14.634634,7.722335,10.077413,3.9353633,8.2442875,0.4688868,6,15,0,2,1,2
609,609,I'm afraid of pregnancy and I think i'm not mentally or emotionally prepared I can't be a mother , Emotional reasoning,im afraid pregnancy think im mentally emotionally prepared cant mother,14.664898,8.138639,12.669168,4.330506,8.775699,0.57300174,6,15,9,2,1,2
610,610,I saw a profile picture of a close friend on a dating app that I had feelings for. I am not the kind of person that she would like to go out with. , Mind reading,saw profile picture close friend dating app feeling kind person would like go,3.987318,12.593708,-5.3930564,8.809401,10.720129,7.681251,4,1,16,0,4,1
611,611,I am trying to diet but I gained weight this week. I don't have the discipline to diet. , Catastrophizing,trying diet gained weight week dont discipline diet,-6.8354897,11.383688,14.034056,8.126324,-1.0166733,0.60140425,9,9,10,2,3,4
612,612,My husband cancelled our wedding anniversary dinner. The thought that he does not care about me anymore. , Overgeneralizing,husband cancelled wedding anniversary dinner thought care anymore,3.916951,4.2526426,1.7838883,4.1400223,15.701426,8.9,1,16,17,0,2,1
613,613,"I have depression and anxiety. The past 3 weeks have been especially tough depression wise, due to some out of our control stressors. spent a lot of time in bed while my kids were in school, just doing the bare minimum.  Meanwhile, my very supportive husband has been picking up my slack. I feel as though I nearly contribute to the household chores as much as I should, though I thank him constantly for his work.  Any words of wisdom or encouragement? I feel like a bad wife and mom ", Emotional reasoning,depression anxiety past week especially tough depression wise due control stressor spent lot time bed kid school bare minimum meanwhile supportive husband picking slack feel though nearly contribute household chore much though thank constantly work word wisdom encouragement feel like bad wife mom,11.71271,11.4850645,6.9079685,7.1312866,4.8849783,1.1772711,2,12,14,2,2,2
614,614,I tried to advertise my business more but have gotten zero leads from it. I am not good at what I do. , All-or-nothing thinking,tried advertise business gotten zero lead good,14.888387,2.5856092,7.5349693,5.9262195,-2.4364774,7.4404535,5,7,1,2,1,0
615,615,I came home to find my spouse had taken all of his things and left a note saying our marriage was over. My marriage is over. , Overgeneralizing,came home find spouse taken thing left note saying marriage marriage,4.2802143,4.210911,0.6627498,2.9796443,14.897477,9.930213,1,16,17,0,2,1
616,616,A week ago me and my GF were trying to find a store in a nearby town but we got lost. We won't be able to find the store before it closes. , Fortune telling,week ago gf trying find store nearby town got lost wont able find store close,2.1791413,0.9349819,-5.448635,10.65123,14.1906395,2.157241,13,1,8,0,4,1
617,617,My girlfriend came home later than usual after work and didn't bother to call and let me know or answer the phone when I called to check on her. She acted like it was not big deal after she came home. My girlfriend is hiding something from me. , Emotional reasoning,girlfriend came home later usual work didnt bother call let know answer phone called check acted like big deal came home girlfriend hiding something,1.7266728,0.58367914,-5.111659,10.625592,15.4420595,3.1335287,13,1,8,0,4,1
618,618,"My wife, asked me very kindly, to finally clean the bathroom shower in our bathroom, and I got upset by this. I'm busy doing something else, it's not like I haven't tried to get to that chore! ", Negative feeling or emotion,wife asked kindly finally clean bathroom shower bathroom got upset im busy something else like havent tried get chore,7.2357726,-0.90876895,-0.54444706,7.931874,14.984287,7.921649,3,13,15,1,2,1
619,619,I yelled at my sister for not doing something correctly There will never be enough time to get everything done , All-or-nothing thinking,yelled sister something correctly never enough time get everything done,7.337049,-0.85497934,0.3773306,9.294763,13.811126,7.838006,3,13,15,1,2,1
620,620,My wife sat me down and said she needed me to make more money because she is tired of paying rent by herself i was letting her down and she felt pressured by my actions , Mind reading,wife sat said needed make money tired paying rent letting felt pressured action,2.8884282,0.47836515,-5.0034223,10.194985,14.542934,2.1554399,13,1,8,0,4,1
621,621,I was in my grandma's house and I knocked the vase on the floor Grandma will be so angry at me , Fortune telling,grandma house knocked vase floor grandma angry,6.4981246,-0.95030355,0.700198,9.280541,15.727282,4.9490676,3,13,15,1,2,1
622,622,An mturk requester rejected my task and I wasn't sure why because I work very hard on my tasks. Being new it affected my approval rating more negatively. I'm not smart enough to succeed at mturk , All-or-nothing thinking,mturk requester rejected task wasnt sure work hard task new affected approval rating negatively im smart enough succeed mturk,12.263276,1.9729441,5.3661666,6.910803,-4.5944123,9.787065,16,3,5,1,2,0
623,623,"My daughter refused to do anything I instructed her to and embarrassed me greatly before guests I was hosting. If I cannot control her now, I have lost her perhaps forever ", Overgeneralizing,daughter refused anything instructed embarrassed greatly guest hosting cannot control lost perhaps forever,7.4146047,-0.8187305,1.1935139,9.118834,14.746468,2.3382757,14,13,15,1,2,1
624,624,A potential client decided to work with another company. I failed our company & myself. , All-or-nothing thinking,potential client decided work another company failed company,13.247043,-0.008450047,2.406703,7.5942006,-3.7289054,9.708511,5,3,5,1,2,0
625,625,I can't do anything right and I'm crying over spilling cereal on my bed and dress I'm worthless , Catastrophizing,cant anything right im cry spilling cereal bed dress im worthless,10.397578,11.553819,9.334239,-0.749597,4.661811,1.2063663,2,2,14,2,1,4
626,626,Don't have a job I'm a failure , Negative feeling or emotion,dont job im failure,15.979906,1.0367281,8.069911,2.0698519,-2.665561,6.894801,5,7,1,1,0,0
627,627,They did not convert me as permanent at work I'm a failure , Labeling,convert permanent work im failure,15.930929,0.19094661,7.014328,2.510258,-3.4221733,9.058361,5,7,5,1,0,0
628,628,"I can feel everyone becoming distant with me, including my boyfriend. He just cheated on me not even a week ago and i cant bring myself to leave him no matter what he does. He does not care. I have no family, i only ever had him. Im annoying and i am never happy with anything and i hate myself for it because i want to be happy and i want to be a good person. I can feel my heart breaking more and more as i cone to the realization that i am not wanted nor needed. I am a problem. ", Labeling,feel everyone becoming distant including boyfriend cheated even week ago cant bring leave matter care family ever im annoying never happy anything hate want happy want good person feel heart breaking cone realization wanted needed problem,10.895288,11.958776,0.9406724,0.15874374,8.820863,0.6412186,2,4,0,2,0,2
629,629,I know why I am so angry all of the time. like I have this little monster in my head. It just makes me want to abandon everything and hide from everyone so I lash out anymore. I just hate my brain. I am crazy. , Labeling,know angry time like little monster head make want abandon everything hide everyone lash anymore hate brain crazy,12.721197,11.105569,10.721681,-3.1312418,6.0363245,-1.1568817,6,11,14,2,1,2
630,630,I thought that my sister had taken some money from my house when she'd come over to visit. I cannot trust my sister anymore. , Blaming,thought sister taken money house shed come visit cannot trust sister anymore,5.215311,-1.0063802,-1.0436877,9.411009,13.839475,7.8826113,3,13,15,0,2,1
631,631,I've been a massive bummer in my personal life and am making people feel bad I'm worthless , Labeling,ive massive bummer personal life making people feel bad im worthless,10.162684,11.575791,9.005819,-0.48044458,6.423175,2.440105,2,2,2,2,1,2
632,632,"I was passed over for a new job with a larger company. I had the qualifications and the experience for this job, yet I was passed over for someone else who had less experience than I. ", Personalizing,passed new job larger company qualification experience job yet passed someone else le experience,12.055294,-0.67851025,0.7002437,6.5659266,-2.540999,11.20633,16,3,5,1,2,0
633,633,I posted a new piece of artwork online and people started comparing it with artwork created by others I shouldn't have posted it , Personalizing,posted new piece artwork online people started comparing artwork created others shouldnt posted,9.80532,0.36695594,7.584776,9.312279,6.0094748,11.91642,16,0,11,1,3,3
634,634,I made a goal to quit smoking and failed I keep failing at this , Overgeneralizing,made goal quit smoking failed keep failing,13.959124,9.897154,13.095087,3.7451944,-1.6489754,3.9518723,15,14,10,2,1,4
635,635,I burnt the potatoes while cooking I should have been perfect , Should statements,burnt potato cooking perfect,14.625916,-1.2513821,8.780901,10.182207,8.626303,10.859686,12,9,13,1,3,3
636,636,My girlfriend is getting a new job in a distant city. This is going to cause us to break up. , Fortune telling,girlfriend getting new job distant city going cause u break,2.1333332,0.92063314,-5.56299,10.648297,14.859458,2.485423,13,1,8,0,4,1
637,637,"I had been working on a project at work for a very long time, but a higher up manager contacted my boss and asked about it, insinuating I wasn't delivering it fast enough. I'm working on this as fast as I possibly can ", Comparing and Despairing,working project work long time higher manager contacted bos asked insinuating wasnt delivering fast enough im working fast possibly,12.481375,-0.49158806,2.9564397,8.282682,-3.687225,10.901877,16,3,6,1,2,0
638,638,Threw a conniption when unable to complete an Amigurumi project for my niece. I am unable to do this simply damned thing. , All-or-nothing thinking,threw conniption unable complete amigurumi project niece unable simply damned thing,15.3543415,3.287372,5.877736,7.2059064,-2.747725,4.084099,15,3,4,2,2,4
639,639,"I did a poor job organizing a meeting, but it turned out to not be a big deal. I am not a good project manager. ", Labeling,poor job organizing meeting turned big deal good project manager,13.310089,-0.05057105,2.544137,5.0546856,-4.9381104,10.216728,16,3,6,1,2,0
640,640,My wife didn't look up from her phone or answer me when I came to talk to her. Am I not worth her time? , Labeling,wife didnt look phone answer came talk worth time,1.8697665,0.59759456,-5.4205794,10.658391,15.722845,4.97386,13,1,8,0,4,1
641,641,I was on the phone with my boyfriend and he got a call on the other line. I assumed it was another girl calling him. I am not good enough. , Labeling,phone boyfriend got call line assumed another girl calling good enough,1.4173018,5.873856,-1.3831966,4.9687223,15.70801,9.1049385,1,16,17,0,0,1
642,642,I talk to a close friend online every day because we live in different states. We share a lot about our lives and our messages are usually pretty long. My friend asked me to stop messaging for a while because they felt overwhelmed and wouldn't be able to respond but wanted to at a later time I'm annoying and oversharing , Overgeneralizing,talk close friend online every day live different state share lot life message usually pretty long friend asked stop messaging felt overwhelmed wouldnt able respond wanted later time im annoying oversharing,0.7893397,6.1218266,-2.0431893,2.9642153,13.453859,8.735521,1,1,3,0,0,1
643,643,i ate too much and too fast to temporarily please myself but not because i felt hunger i am not able to control my eating habits , Negative feeling or emotion,ate much fast temporarily please felt hunger able control eating habit,-6.888314,11.330806,14.025494,8.098423,-1.1339711,0.7363079,9,9,10,2,3,4
644,644,I couldn't find my bank card and realized my husband must have taken it. He shouldn't have taken it without asking me first. , Blaming,couldnt find bank card realized husband must taken shouldnt taken without asking first,4.76659,4.342012,0.63683814,6.579913,14.634398,10.108436,1,16,17,0,2,1
645,645,I was told that I don't look as attractive as I used to by my significant other. She told me that she does not like the way that I have been dressing lately and that I should go back to my old style of dressing. I can recall feeling embarrassed and let down with myself. I felt very tiny and as though my relationship was falling apart because she was starting to become very superficial. What am I doing to deserve this? , Emotional reasoning,told dont look attractive used significant told like way dressing lately go back old style dressing recall feeling embarrassed let felt tiny though relationship falling apart starting become superficial deserve,2.9930432,0.43047264,-5.458714,8.687928,15.749663,3.5392802,13,1,8,0,4,1
646,646,My husband got two tickets to a Bruins game the other day and rather than asking me if I wanted to go with him he invited a friend. My husband doesn't want to spend time with me. , Mind reading,husband got two ticket bruin game day rather asking wanted go invited friend husband doesnt want spend time,3.573677,5.0045156,1.065779,3.9083278,15.687693,8.92488,1,16,17,0,2,1
647,647,"A new policy at work was established and required cooperation of efforts from another department in order to meet the new requirements. I took initiative and set meetings to talk about the new roles. After the meeting a verbal agreements were made I drafted a memorandum of agreement outlining the verbal agreements. A day later, the other department refused to participate because they did not want to do any extra work. We will not be able to complete the work that needs to be done ", Catastrophizing,new policy work established required cooperation effort another department order meet new requirement took initiative set meeting talk new role meeting verbal agreement made drafted memorandum agreement outlining verbal agreement day later department refused participate want extra work able complete work need done,5.2658534,4.4039416,2.3792872,5.115171,-4.3124356,10.686352,17,3,6,1,2,0
648,648,I was reprimanded at work for standing up to a coworker who was bullying another co-worker. It was unfair that I was the one to get in trouble for defending a weaker person. , Blaming,reprimanded work standing coworker bullying another coworker unfair one get trouble defending weaker person,9.264753,-0.73459226,-0.48165786,7.716957,6.938173,12.484254,16,6,11,1,2,3
649,649,"I have been studying for months for the real estate exam. When I went to take it, I did not pass by two points. I really have to pass, I need to work. ", Negative feeling or emotion,studying month real estate exam went take pas two point really pas need work,12.603513,6.02084,11.671261,7.111269,-8.514644,7.0187654,8,5,12,2,3,0
650,650,I hurt my families feelings by canceling the trip they had planned to come to see me. I should have made time for them. , Should statements,hurt family feeling canceling trip planned come see made time,9.811698,1.3357599,1.3752035,8.866793,13.677813,8.467997,3,13,15,1,2,1
651,651,Someone started a rumor that I'd been banned from an online community when in fact I hadn't. Many people chose to attack my character and one person called me a bully. When I dispelled the rumor and defended myself I was denied an opportunity to defend myself and insulted further. I am a bad person. , Labeling,someone started rumor id banned online community fact hadnt many people chose attack character one person called bully dispelled rumor defended denied opportunity defend insulted bad person,7.369221,-0.8384968,-0.51890457,6.834211,7.2761283,11.365007,16,6,11,1,2,3
652,652,I am trying to help my son pay his bills and find a job. He does not appreciate anything I do for him. , Overgeneralizing,trying help son pay bill find job appreciate anything,5.253633,4.64935,4.958056,6.4527206,11.313323,7.6426997,1,16,15,1,2,1
653,653,I was talking with my boyfriend on my lunch break and he started to clean his computer with canned air which made a very loud noise. Does he not care what I am saying? , Overgeneralizing,talking boyfriend lunch break started clean computer canned air made loud noise care saying,3.0608456,6.0593324,0.37553558,3.4892676,15.439523,9.991526,1,16,17,0,2,1
654,654,I tried to make a business but I lose I'll never be able to do anything , Fortune telling,tried make business lose ill never able anything,14.903904,2.5705864,7.9757376,2.492051,-2.7264597,6.955953,5,7,1,2,0,0
655,655,My dad is in the next room in his hospice bed and im afraid of not doing everything right. Am I doing enough , Negative feeling or emotion,dad next room hospice bed im afraid everything right enough,12.63086,5.342352,7.4178405,6.6339474,7.841446,0.5421159,6,12,0,1,2,2
656,656,I tried a new hair style but no one commented on it I shouldn't have changed my hair , Should statements,tried new hair style one commented shouldnt changed hair,9.82732,0.319305,7.3826513,9.21777,6.2155085,12.420241,0,0,13,1,3,3
657,657,Our group project did not receive a high grade It was my fault my group got a bad grade , Disqualifying the Positive,group project receive high grade fault group got bad grade,12.19821,1.6401078,10.888386,8.532154,-8.100551,6.9687095,16,5,12,1,3,0
658,658,I sent a message to my friend and they did not reply It must be my fault , Personalizing,sent message friend reply must fault,2.803667,5.9946823,-1.9899629,3.018658,9.197466,8.886898,17,10,7,0,0,3
659,659,I was up for a promotion at work and did not receive it. I will be stuck in middle-management for the remainder of my career. , Catastrophizing,promotion work receive stuck middlemanagement remainder career,12.172136,-0.72322994,0.6714228,6.4955883,-3.188088,10.927502,16,3,5,1,2,0
660,660,I failed to convince my son that he should go back to college I am failing as a parent , Labeling,failed convince son go back college failing parent,5.6433687,4.486388,4.316156,8.919954,11.157895,7.681377,14,12,15,1,2,1
661,661,I didn't get as good of feedback on a work assignment as I wanted I didn't do as good a job as I thought , Catastrophizing,didnt get good feedback work assignment wanted didnt good job thought,11.846366,1.9545634,5.707931,7.2390122,-6.476381,7.5932007,16,3,12,1,2,0
662,662,I was talking to my husband about something that happened to me that day.  He kept interrupting and talking over me.  I got up and left the room. My husband was being a jerk and not listening to me. , Personalizing,talking husband something happened day kept interrupting talking got left room husband jerk listening,4.165409,4.2444735,0.5973372,3.8084974,15.676788,8.977834,1,16,17,0,2,1
663,663,I applied for a new part-time position and took the qualifying exam but didn't pass because they  changed some of the guidelines for the job. They warned us beforehand that this may happen in the hiring process. I thought that I should have studied harder. If I knew enough information I would pass no matter how the standards changed. It was my fault I didn't try hard enough and was furious with myself , Personalizing,applied new parttime position took qualifying exam didnt pas changed guideline job warned u beforehand may happen hiring process thought studied harder knew enough information would pas matter standard changed fault didnt try hard enough furious,12.244886,3.8038359,11.376524,7.943164,-8.194709,7.020535,8,5,12,1,3,0
664,664,"The guy I'm dating went home early one night and I got upset because I thought it meant he didn't want to see me anymore, but I was wrong. I guess he doesn't like me anymore ", Mind reading,guy im dating went home early one night got upset thought meant didnt want see anymore wrong guess doesnt like anymore,1.5656204,6.068036,-0.8744484,4.5747776,15.632613,8.812544,1,16,17,0,0,1
665,665,i celebrated a past holiday by myself why don't i have friends? why am i not social? SIGH! , All-or-nothing thinking,celebrated past holiday dont friend social sigh,2.892677,8.10098,-1.8652734,1.048152,9.534556,4.2592764,4,10,16,0,0,2
666,666,I run a business with my close friend and we were taking work-related photos at their house. I took the memory card home but lost it while I was walking. My friend is going to be angry with me , Mind reading,run business close friend taking workrelated photo house took memory card home lost walking friend going angry,7.1087885,-0.9741692,-1.2375203,9.223632,8.859565,10.343453,3,13,11,1,2,3
667,667,I called a woman I love by accident during a bad time She will never love me now , Mind reading,called woman love accident bad time never love,3.0180993,1.1820873,-5.360505,9.448886,15.761794,3.7201605,13,1,8,0,4,1
668,668,"I confronted a coworker about eating my food from the refrigerator, only to realize the custodians threw away my food the night before. My coworkers are making fun of me now ", Mind reading,confronted coworker eating food refrigerator realize custodian threw away food night coworkers making fun,6.6767883,-0.95410913,-0.8537892,6.224125,8.64801,10.842028,16,6,11,1,2,3
669,669,I took part in a writing competition and I lost I will never become a successful writer , Fortune telling,took part writing competition lost never become successful writer,12.338241,3.5510566,11.278818,5.0787954,-5.863601,5.949628,8,5,12,1,1,0
670,670,Three days have passed since my job interview and I didn't receive any updates I didn't get the job , Fortune telling,three day passed since job interview didnt receive update didnt get job,14.028601,-0.45481205,4.2095075,4.392232,-4.9546776,10.1760845,5,7,1,1,2,0
671,671,"I'm facing an issue, that I love you girlfriend and she loves me back. But I hurt her because I'm manipulative, without really realizing what I'm doing. I make her feel guilty of things that she shouldn't feel so, and if I don't get things my way, I manipulate it so it sounds like it's her fault or she is wrong. I don't do it voluntarily, but I do it too often and it hurts her and me. I am manipulative ", Labeling,im facing issue love girlfriend love back hurt im manipulative without really realizing im make feel guilty thing shouldnt feel dont get thing way manipulate sound like fault wrong dont voluntarily often hurt manipulative,4.1225915,4.265848,-5.590679,10.479283,14.205316,2.1050656,13,1,8,0,4,1
672,672,"Every time I think I have another chance at love, I am reminded how insufferable and unlovable I make myself. I am a hard person to love ", Labeling,every time think another chance love reminded insufferable unlovable make hard person love,5.1581397,11.425461,-0.85899395,-0.57344025,8.518421,3.4079618,4,8,16,0,0,2
673,673,I love two people at the same time That I'm going to fail , Fortune telling,love two people time im going fail,12.519876,6.9733424,13.232842,4.269673,-6.3820057,6.3384676,8,14,12,2,1,0
674,674,I've been applying for jobs and just got a call that someone else filled a position I applied for. I might never get hired. , Catastrophizing,ive applying job got call someone else filled position applied might never get hired,13.646004,-0.5113291,4.2416763,4.340692,-4.8734016,10.276768,5,7,1,1,2,0
675,675,My inabilities cost me my job. I would not find a job , Catastrophizing,inability cost job would find job,16.417896,0.24614869,6.4020977,2.536782,-2.6626499,7.3952074,5,7,1,1,0,0
676,676,Fired for not meeting quota as a salesman. I can't pay my bills. , Negative feeling or emotion,fired meeting quota salesman cant pay bill,16.168741,0.24084455,4.894959,3.5638006,-3.3938918,9.066679,5,7,1,1,0,0
677,677,I had an opportunity to get a large bonus at work but I did not do well on task so no bonus I could have done so much better , Personalizing,opportunity get large bonus work well task bonus could done much better,12.109055,-0.6824717,5.540527,7.052729,-3.976635,10.662371,16,3,5,1,2,0
678,678,I wave to an acquaintance and get no response. I don't make a memorable impression on people. , Labeling,wave acquaintance get response dont make memorable impression people,2.715527,7.823713,-1.6420871,2.2436473,8.747904,7.320875,4,10,7,0,0,3
679,679,I want to shoot myself I have lost all hope , Negative feeling or emotion,want shoot lost hope,10.500269,14.377312,10.81575,-1.9766592,5.7194157,1.0873253,2,11,14,2,1,2
680,680,My guitar teacher told me I needed to correct my posture I've been practicing but I'm not making any progress , All-or-nothing thinking,guitar teacher told needed correct posture ive practicing im making progress,13.407872,8.201937,11.297205,4.5174737,-2.3152242,3.8545809,8,14,4,2,1,4
681,681,I got very upset last week when I realized that I had forgotten to fill out a required form and the date that the form was due had already passed. they should have reminded me before I forgot , Should statements,got upset last week realized forgotten fill required form date form due already passed reminded forgot,11.472886,-0.5929183,2.8395686,8.683672,-3.0869365,11.104357,16,3,6,1,2,0
682,682,"I found a job I thought was perfect for me in the field I used to work in and love very much. A few days after putting in a resume and lining up several references, I found out the job was filled and I didn't even get so much as an acknowledgment of my application much less an interview when I was extremely qualified. why can't I ever get anything I want ", All-or-nothing thinking,found job thought perfect field used work love much day putting resume lining several reference found job filled didnt even get much acknowledgment application much le interview extremely qualified cant ever get anything want,13.882586,-0.3273698,4.357029,4.2458115,-4.541019,10.261323,5,7,1,1,2,0
683,683,I recently discovered a music artist that I very much enjoy. When I showed it to a close friend they had a very negative reaction and asked me how I could enjoy this type of music. I ended up getting quite angry with them and told them they had bad taste in music. I felt that my personal self was under attack - and I needed to retaliate by denying their attack. , Personalizing,recently discovered music artist much enjoy showed close friend negative reaction asked could enjoy type music ended getting quite angry told bad taste music felt personal self attack needed retaliate denying attack,7.3972807,-0.8051501,-0.50949466,6.7833633,9.08434,9.27153,16,6,11,1,2,3
684,684,Recent panic attack I'm not going to live up to my expectations for my future , Catastrophizing,recent panic attack im going live expectation future,13.963442,9.519633,12.983335,3.5913858,7.339461,0.27114567,6,15,14,2,1,2
685,685,I hurt my family members by telling them to postpone their long-planned trip to visit me because I was too busy I am selfish , Labeling,hurt family member telling postpone longplanned trip visit busy selfish,9.806767,1.3753723,1.4906024,8.721282,13.561235,8.333399,3,13,15,1,2,1
686,686,"When I told my friend about my job, he said it has little real-world significance My job is worthless ", Overgeneralizing,told friend job said little realworld significance job worthless,15.729109,0.65506846,6.1685085,2.6152356,-2.0581667,7.7733636,5,7,1,1,0,0
687,687,"it's so hard to do school work, get out of bed, care for myself, and eat I'm so exhausted ", Negative feeling or emotion,hard school work get bed care eat im exhausted,13.344388,10.633558,10.89866,-1.1058398,4.8894806,0.8740768,2,2,14,2,1,2
688,688,Our forest inventory data is due in less than three days and I still have over 100 plots to do.  The date cannot be missed and my superiors expect it completed. I have at least four normal days of plot work needing done in three days , Negative feeling or emotion,forest inventory data due le three day still plot date cannot missed superior expect completed least four normal day plot work needing done three day,14.838454,2.475157,5.632286,7.6268177,-4.8250356,10.248361,7,3,6,2,2,0
689,689,My financial situation is going out of hand I'm worried about my future , Fortune telling,financial situation going hand im worried future,16.652609,1.9885292,8.234298,1.8342949,-1.865914,5.68382,5,7,1,2,0,0
690,690,"I was given a solo for the church play.  At practice when it came time for me to sing, my voice cracked and I lost the solo. I can't sing. ", All-or-nothing thinking,given solo church play practice came time sing voice cracked lost solo cant sing,12.861736,7.795224,9.511832,3.4087954,-2.821272,4.0632944,15,2,4,2,1,4
691,691,"I always do the wrong thing, I always make mistakes I hate myself ", Labeling,always wrong thing always make mistake hate,9.935482,10.665352,9.400528,-0.41743642,-1.908693,5.7164283,11,4,4,2,1,0
692,692,"I was walking in a poorly lit downtown area when a man approached me and asked for money. I told him I had none, and he started cussing me out and following me. I eventually started running and he finally stopped following. He is going to hurt me ", Fortune telling,walking poorly lit downtown area man approached asked money told none started cussing following eventually started running finally stopped following going hurt,2.3192155,7.606369,0.44103292,3.6204963,9.017082,9.958429,1,16,11,0,2,3
693,693,"I left a toxic job that abused me for more than a decade. I thought I found a new job that was better, but realized they lied to me about the job and now I hate working here. I feel like I made a huge mistake. I can never get a break. Every time I try to make a positive change in my life, something happens to ruin it. ", Negative feeling or emotion,left toxic job abused decade thought found new job better realized lied job hate working feel like made huge mistake never get break every time try make positive change life something happens ruin,15.953123,0.94584966,9.119451,-0.32081628,-1.6759897,5.426681,5,2,4,1,1,0
694,694,Last week I found out that my mother had experienced sudden back pain that lasted for a few days  and I somehow worked myself into a very concerned state where I kind of felt like she was going to become completely incapacitated and have to live in a nursing home. I'm afraid she's going to die soon. , Emotional reasoning,last week found mother experienced sudden back pain lasted day somehow worked concerned state kind felt like going become completely incapacitated live nursing home im afraid shes going die soon,12.868103,4.11293,11.093051,4.909264,8.215296,0.3557373,6,15,0,1,1,2
695,695,I received a rejection email from a position I applied to. I will never get a job. , Fortune telling,received rejection email position applied never get job,13.784631,-0.48425192,4.3739276,4.219669,-4.7654843,9.73646,5,7,1,1,2,0
696,696,"I called an old friend, but she wasn't home and didn't return my call. Maybe she doesn't want to talk to me anymore. ", Mind reading,called old friend wasnt home didnt return call maybe doesnt want talk anymore,1.696116,0.6558099,-5.341043,9.15758,15.644786,5.1959457,13,1,8,0,4,1
697,697,I am single and isolated im unlovable , Negative feeling or emotion,single isolated im unlovable,4.77133,11.825652,-0.83358663,-0.62242496,8.482041,3.1870258,4,8,16,0,0,2
698,698,"My boyfriend didn't reply back to me instantly. If I text my boyfriend too much, he will get bored of me. ", Mind reading,boyfriend didnt reply back instantly text boyfriend much get bored,0.76638645,6.061364,-1.3580099,4.914915,15.51301,9.199248,1,16,3,0,0,1
699,699,I was looking forward to relaxing but my partner asked me to make dinner instead. My partner thinks I am lazy. , Mind reading,looking forward relaxing partner asked make dinner instead partner think lazy,16.841896,1.6514244,2.647315,7.5771284,15.047012,7.941855,7,12,17,1,2,1
700,700,"Someone criticized the way I dealt with a patient saying that I was too short tempered with them. I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me. ", Personalizing,someone criticized way dealt patient saying short tempered felt criticism unfair didnt take account entire situation especially considering patient behaving towards,9.294309,-0.73248607,-0.5493855,7.6484437,6.981632,12.428322,16,6,11,1,2,3
701,701,I failed to turn in my planned event calendar by the due date. I forgot something important. Again. My boss is going to kill me. , Catastrophizing,failed turn planned event calendar due date forgot something important bos going kill,14.613128,0.05283414,2.3700085,8.609333,-3.0574296,11.1012,7,3,6,1,2,0
702,702,"I had a huge fight with my friend and I love her so much and I called her fat and ugly and I didn't mean to, is there a condition for something like this I'm being mean to someone I love ", Labeling,huge fight friend love much called fat ugly didnt mean condition something like im mean someone love,4.821753,4.391198,-1.608187,2.0549502,13.2973585,8.627031,3,8,3,0,0,1
