,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo,all-mpnet-base-v2 hdbscan_manual,all-MiniLM-L12-v2 hdbscan_manual,All-Distilroberta-v1 hdbscan_manual
579,579,I get so annoyed and frustrated when my baby cries i am a terrible mom , Negative feeling or emotion,get annoyed frustrated baby cry terrible mom,4.3785157,8.2452345,4.3785157,8.2452345,4.3785157,8.2452345,14,12,9,1,2,2,5,17,1
580,580,Breakup after loving truly. I am scared of my future life and being in sorrow of breakup and didn't feel light of overthinking , Emotional reasoning,breakup loving truly scared future life sorrow breakup didnt feel light overthinking,5.034901,4.756539,5.034901,4.756539,5.034901,4.756539,10,8,0,2,0,2,3,-1,1
581,581,My wife has left me. I'm going to be alone , Catastrophizing,wife left im going alone,5.357001,4.338507,5.357001,4.338507,5.357001,4.338507,4,8,0,0,0,2,-1,12,1
582,582,I applied for a job and just got a call saying I didn't get the job. I am not good enough for anyone. , Labeling,applied job got call saying didnt get job good enough anyone,8.342452,9.662786,8.342452,9.662786,8.342452,9.662786,5,7,1,1,2,0,10,26,1
583,583,I'm late for the meeting This shows what a jerk I am , Labeling,im late meeting show jerk,7.274314,7.5069494,7.274314,7.5069494,7.274314,7.5069494,7,3,6,1,2,0,12,35,-1
584,584,I had a complaint against my work which I felt unnecessary to bring to my attention as it was very minor. There was no need to even say anything it was very minor. , Catastrophizing,complaint work felt unnecessary bring attention minor need even say anything minor,6.767401,9.310889,6.767401,9.310889,6.767401,9.310889,16,6,11,1,2,3,8,24,-1
585,585,I was on a date and started to cough badly as the food was too hot I should have ordered a milder dish , Should statements,date started cough badly food hot ordered milder dish,5.321032,9.35799,5.321032,9.35799,5.321032,9.35799,12,9,13,1,3,3,2,2,2
586,586,My first boyfriend and I broke up. My partner will leave me if my depression doesn't go away soon. , Fortune telling,first boyfriend broke partner leave depression doesnt go away soon,5.0728207,4.608212,5.0728207,4.608212,5.0728207,4.608212,10,16,0,0,0,2,3,8,1
587,587,A potential client decided to work with another company I failed our company & myself , Personalizing,potential client decided work another company failed company,8.277364,9.462845,8.277364,9.462845,8.277364,9.462845,5,3,5,1,2,0,10,-1,1
588,588,"I had a disagreement about our finances with my partner at our home about a week ago that caused her to leave the apartment and not talk, call, or text me for hours. I worried that she might break up with me and that I'd never see her again. ", Catastrophizing,disagreement finance partner home week ago caused leave apartment talk call text hour worried might break id never see,3.8519957,4.9865317,3.8519957,4.9865317,3.8519957,4.9865317,13,1,8,0,4,1,3,8,1
589,589,I am trying to write up an essay and can't think of anything I'm wasting all my time , All-or-nothing thinking,trying write essay cant think anything im wasting time,7.7383027,5.8575816,7.7383027,5.8575816,7.7383027,5.8575816,11,5,12,2,1,0,-1,6,1
590,590,"I posted a joke online and none of my friends reacted Maybe my friends found the joke offensive, I'll lose some friends because of this ", Catastrophizing,posted joke online none friend reacted maybe friend found joke offensive ill lose friend,5.4725723,6.0156217,5.4725723,6.0156217,5.4725723,6.0156217,17,10,7,0,0,3,7,16,1
591,591,I have a flight in the evening Something will go wrong on my flight today , Fortune telling,flight evening something go wrong flight today,7.1361046,7.06425,7.1361046,7.06425,7.1361046,7.06425,6,3,6,2,2,0,-1,-1,1
592,592,"I had a fight with my husband My best friend doesn't fight with my husband this much, so I must be doing something wrong ", Comparing and Despairing,fight husband best friend doesnt fight husband much must something wrong,2.9730456,7.369234,2.9730456,7.369234,2.9730456,7.369234,1,16,17,0,0,1,4,8,1
593,593,I do gas stations audits and I messed up and forgot something I was supposed to do I felt like a failure and am ashamed I made this mistake , All-or-nothing thinking,gas station audit messed forgot something supposed felt like failure ashamed made mistake,7.2525477,8.289669,7.2525477,8.289669,7.2525477,8.289669,0,0,6,1,2,0,13,-1,1
594,594,My diet is not working I feel like a failure , Emotional reasoning,diet working feel like failure,9.94117,5.6927886,9.94117,5.6927886,9.94117,5.6927886,9,9,10,2,3,4,0,1,0
595,595,I was unable to visit my Mother in the hospital in another state. I am the worst daughter in the world. , Labeling,unable visit mother hospital another state worst daughter world,5.0094056,7.462787,5.0094056,7.462787,5.0094056,7.462787,14,13,15,1,2,1,3,18,1
596,596,I'm late for the meeting I never do anything right , Overgeneralizing,im late meeting never anything right,7.2853246,7.3892956,7.2853246,7.3892956,7.2853246,7.3892956,7,3,6,1,2,0,12,35,1
597,597,I ask out a co-worker who I became fond of recently but was turned down. I'm not good enough for her. , Negative feeling or emotion,ask coworker became fond recently turned im good enough,5.690367,3.931833,5.690367,3.931833,5.690367,3.931833,4,10,16,0,4,1,7,-1,1
598,598,I was on a coffee break and my boss reminded me of work that needs to get done. My boss must think I'm lazy. , Mind reading,coffee break bos reminded work need get done bos must think im lazy,7.8539004,8.67693,7.8539004,8.67693,7.8539004,8.67693,7,3,6,1,2,0,13,-1,1
599,599,A neighbor borrowed my smartphone charger and never returned it. he took me for granted! , Personalizing,neighbor borrowed smartphone charger never returned took granted,5.1822524,8.116895,5.1822524,8.116895,5.1822524,8.116895,3,6,11,1,2,3,-1,24,1
600,600,My husband could not understand why I was upset with him. I don't understand why he can't see that he overreacted. , All-or-nothing thinking,husband could understand upset dont understand cant see overreacted,3.074629,7.3739448,3.074629,7.3739448,3.074629,7.3739448,1,16,17,0,2,1,4,8,1
601,601,"After I complained about not spending time together, my boyfriend did not want to go on a date last weekend. He doesn't love me. ", Overgeneralizing,complained spending time together boyfriend want go date last weekend doesnt love,3.0843475,6.666204,3.0843475,6.666204,3.0843475,6.666204,1,16,17,0,2,1,4,8,1
602,602,"I'm hanging out with a friend chit chatting, but realizing he's not putting much effort, like usual, into having good conversation.  He just repeats the same thing ad nauseam. He's a nice guy, but I don't want to be friends with him any more as he's putting no effort into not being completely boring. ", Labeling,im hanging friend chit chatting realizing he putting much effort like usual good conversation repeat thing ad nauseam he nice guy dont want friend he putting effort completely boring,3.471844,5.7779818,3.471844,5.7779818,3.471844,5.7779818,1,1,3,0,0,1,4,8,-1
603,603,"Time is running short on the workday, my boss asks me if I can finish a task that will require me to stay for a few extra hours. Why would you wait until the last minute to ask me this. ", Catastrophizing,time running short workday bos asks finish task require stay extra hour would wait last minute ask,7.7439313,8.469363,7.7439313,8.469363,7.7439313,8.469363,7,3,6,1,2,0,12,-1,1
604,604,I saw my friend comment on an Instagram post when he's been ignoring me. My friend doesn't like me anymore. , Personalizing,saw friend comment instagram post he ignoring friend doesnt like anymore,3.7000546,5.8896775,3.7000546,5.8896775,3.7000546,5.8896775,13,1,3,0,0,1,4,8,1
605,605,I missed a personal deadline for a project a friend asked me to help with. I made a deadline and missed it. , Negative feeling or emotion,missed personal deadline project friend asked help made deadline missed,7.74749,8.378572,7.74749,8.378572,7.74749,8.378572,16,3,6,1,2,0,-1,36,1
606,606,My mom cooked me breakfast and the eggs which she knows i like over medium were over cooked. I became very upset. frustration , Disqualifying the Positive,mom cooked breakfast egg know like medium cooked became upset frustration,5.043637,9.108752,5.043637,9.108752,5.043637,9.108752,12,9,13,1,3,3,2,2,2
607,607,My friend and I had made plans months ago to go to a basketball game. The day before the game he calls me and says he cant go because he forgot he made plans with his wife. I started yelling at him and told him these tickets were expensive and you promised me. I was really angry for cancelling last minute because he has done this in the past I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind , Blaming,friend made plan month ago go basketball game day game call say cant go forgot made plan wife started yelling told ticket expensive promised really angry cancelling last minute done past get upset people cant keep promise plan made critical put tough bind,3.5092027,6.9416013,3.5092027,6.9416013,3.5092027,6.9416013,1,16,17,0,2,1,4,8,1
608,608,My grandma died a few years ago and my aunt recently had major surgery. I'm scared of losing loved ones , Catastrophizing,grandma died year ago aunt recently major surgery im scared losing loved one,5.7638183,6.83335,5.7638183,6.83335,5.7638183,6.83335,6,15,0,2,1,2,6,25,1
609,609,I'm afraid of pregnancy and I think i'm not mentally or emotionally prepared I can't be a mother , Emotional reasoning,im afraid pregnancy think im mentally emotionally prepared cant mother,6.392911,6.723198,6.392911,6.723198,6.392911,6.723198,6,15,9,2,1,2,6,25,1
610,610,I saw a profile picture of a close friend on a dating app that I had feelings for. I am not the kind of person that she would like to go out with. , Mind reading,saw profile picture close friend dating app feeling kind person would like go,5.6691456,3.8984065,5.6691456,3.8984065,5.6691456,3.8984065,4,1,16,0,4,1,7,-1,-1
611,611,I am trying to diet but I gained weight this week. I don't have the discipline to diet. , Catastrophizing,trying diet gained weight week dont discipline diet,9.99782,5.7353005,9.99782,5.7353005,9.99782,5.7353005,9,9,10,2,3,4,0,1,0
612,612,My husband cancelled our wedding anniversary dinner. The thought that he does not care about me anymore. , Overgeneralizing,husband cancelled wedding anniversary dinner thought care anymore,3.1178977,7.1460977,3.1178977,7.1460977,3.1178977,7.1460977,1,16,17,0,2,1,4,8,1
613,613,"I have depression and anxiety. The past 3 weeks have been especially tough depression wise, due to some out of our control stressors. spent a lot of time in bed while my kids were in school, just doing the bare minimum.  Meanwhile, my very supportive husband has been picking up my slack. I feel as though I nearly contribute to the household chores as much as I should, though I thank him constantly for his work.  Any words of wisdom or encouragement? I feel like a bad wife and mom ", Emotional reasoning,depression anxiety past week especially tough depression wise due control stressor spent lot time bed kid school bare minimum meanwhile supportive husband picking slack feel though nearly contribute household chore much though thank constantly work word wisdom encouragement feel like bad wife mom,8.619075,5.621255,8.619075,5.621255,8.619075,5.621255,2,12,14,2,2,2,7,-1,1
614,614,I tried to advertise my business more but have gotten zero leads from it. I am not good at what I do. , All-or-nothing thinking,tried advertise business gotten zero lead good,8.867843,8.68913,8.867843,8.68913,8.867843,8.68913,5,7,1,2,1,0,-1,-1,1
615,615,I came home to find my spouse had taken all of his things and left a note saying our marriage was over. My marriage is over. , Overgeneralizing,came home find spouse taken thing left note saying marriage marriage,2.9914095,7.489002,2.9914095,7.489002,2.9914095,7.489002,1,16,17,0,2,1,4,8,1
616,616,A week ago me and my GF were trying to find a store in a nearby town but we got lost. We won't be able to find the store before it closes. , Fortune telling,week ago gf trying find store nearby town got lost wont able find store close,4.315015,4.8357162,4.315015,4.8357162,4.315015,4.8357162,13,1,8,0,4,1,3,8,1
617,617,My girlfriend came home later than usual after work and didn't bother to call and let me know or answer the phone when I called to check on her. She acted like it was not big deal after she came home. My girlfriend is hiding something from me. , Emotional reasoning,girlfriend came home later usual work didnt bother call let know answer phone called check acted like big deal came home girlfriend hiding something,3.6715622,5.0920877,3.6715622,5.0920877,3.6715622,5.0920877,13,1,8,0,4,1,3,8,1
618,618,"My wife, asked me very kindly, to finally clean the bathroom shower in our bathroom, and I got upset by this. I'm busy doing something else, it's not like I haven't tried to get to that chore! ", Negative feeling or emotion,wife asked kindly finally clean bathroom shower bathroom got upset im busy something else like havent tried get chore,4.588536,7.462674,4.588536,7.462674,4.588536,7.462674,3,13,15,1,2,1,3,-1,1
619,619,I yelled at my sister for not doing something correctly There will never be enough time to get everything done , All-or-nothing thinking,yelled sister something correctly never enough time get everything done,4.5457196,7.452237,4.5457196,7.452237,4.5457196,7.452237,3,13,15,1,2,1,3,18,1
620,620,My wife sat me down and said she needed me to make more money because she is tired of paying rent by herself i was letting her down and she felt pressured by my actions , Mind reading,wife sat said needed make money tired paying rent letting felt pressured action,3.6492324,5.4560695,3.6492324,5.4560695,3.6492324,5.4560695,13,1,8,0,4,1,3,8,1
621,621,I was in my grandma's house and I knocked the vase on the floor Grandma will be so angry at me , Fortune telling,grandma house knocked vase floor grandma angry,4.7399435,6.9654794,4.7399435,6.9654794,4.7399435,6.9654794,3,13,15,1,2,1,3,18,1
622,622,An mturk requester rejected my task and I wasn't sure why because I work very hard on my tasks. Being new it affected my approval rating more negatively. I'm not smart enough to succeed at mturk , All-or-nothing thinking,mturk requester rejected task wasnt sure work hard task new affected approval rating negatively im smart enough succeed mturk,7.9400253,8.755888,7.9400253,8.755888,7.9400253,8.755888,16,3,5,1,2,0,-1,5,1
623,623,"My daughter refused to do anything I instructed her to and embarrassed me greatly before guests I was hosting. If I cannot control her now, I have lost her perhaps forever ", Overgeneralizing,daughter refused anything instructed embarrassed greatly guest hosting cannot control lost perhaps forever,4.377239,7.8566203,4.377239,7.8566203,4.377239,7.8566203,14,13,15,1,2,1,5,18,1
624,624,A potential client decided to work with another company. I failed our company & myself. , All-or-nothing thinking,potential client decided work another company failed company,8.250512,9.32816,8.250512,9.32816,8.250512,9.32816,5,3,5,1,2,0,-1,-1,1
625,625,I can't do anything right and I'm crying over spilling cereal on my bed and dress I'm worthless , Catastrophizing,cant anything right im cry spilling cereal bed dress im worthless,8.205511,5.7552757,8.205511,5.7552757,8.205511,5.7552757,2,2,14,2,1,4,7,28,1
626,626,Don't have a job I'm a failure , Negative feeling or emotion,dont job im failure,8.8943405,9.033036,8.8943405,9.033036,8.8943405,9.033036,5,7,1,1,0,0,10,-1,1
627,627,They did not convert me as permanent at work I'm a failure , Labeling,convert permanent work im failure,8.8143635,9.408168,8.8143635,9.408168,8.8143635,9.408168,5,7,5,1,0,0,10,26,1
628,628,"I can feel everyone becoming distant with me, including my boyfriend. He just cheated on me not even a week ago and i cant bring myself to leave him no matter what he does. He does not care. I have no family, i only ever had him. Im annoying and i am never happy with anything and i hate myself for it because i want to be happy and i want to be a good person. I can feel my heart breaking more and more as i cone to the realization that i am not wanted nor needed. I am a problem. ", Labeling,feel everyone becoming distant including boyfriend cheated even week ago cant bring leave matter care family ever im annoying never happy anything hate want happy want good person feel heart breaking cone realization wanted needed problem,8.281199,5.304991,8.281199,5.304991,8.281199,5.304991,2,4,0,2,0,2,7,-1,1
629,629,I know why I am so angry all of the time. like I have this little monster in my head. It just makes me want to abandon everything and hide from everyone so I lash out anymore. I just hate my brain. I am crazy. , Labeling,know angry time like little monster head make want abandon everything hide everyone lash anymore hate brain crazy,8.469642,4.3581357,8.469642,4.3581357,8.469642,4.3581357,6,11,14,2,1,2,7,29,1
630,630,I thought that my sister had taken some money from my house when she'd come over to visit. I cannot trust my sister anymore. , Blaming,thought sister taken money house shed come visit cannot trust sister anymore,4.477291,7.039962,4.477291,7.039962,4.477291,7.039962,3,13,15,0,2,1,3,19,1
631,631,I've been a massive bummer in my personal life and am making people feel bad I'm worthless , Labeling,ive massive bummer personal life making people feel bad im worthless,8.138701,5.5015388,8.138701,5.5015388,8.138701,5.5015388,2,2,2,2,1,2,7,28,1
632,632,"I was passed over for a new job with a larger company. I had the qualifications and the experience for this job, yet I was passed over for someone else who had less experience than I. ", Personalizing,passed new job larger company qualification experience job yet passed someone else le experience,7.7826514,9.76082,7.7826514,9.76082,7.7826514,9.76082,16,3,5,1,2,0,-1,-1,1
633,633,I posted a new piece of artwork online and people started comparing it with artwork created by others I shouldn't have posted it , Personalizing,posted new piece artwork online people started comparing artwork created others shouldnt posted,6.6002536,8.99901,6.6002536,8.99901,6.6002536,8.99901,16,0,11,1,3,3,-1,3,-1
634,634,I made a goal to quit smoking and failed I keep failing at this , Overgeneralizing,made goal quit smoking failed keep failing,9.17978,6.6565104,9.17978,6.6565104,9.17978,6.6565104,15,14,10,2,1,4,-1,22,1
635,635,I burnt the potatoes while cooking I should have been perfect , Should statements,burnt potato cooking perfect,5.1366124,9.252483,5.1366124,9.252483,5.1366124,9.252483,12,9,13,1,3,3,2,2,2
636,636,My girlfriend is getting a new job in a distant city. This is going to cause us to break up. , Fortune telling,girlfriend getting new job distant city going cause u break,4.123404,4.7181325,4.123404,4.7181325,4.123404,4.7181325,13,1,8,0,4,1,3,8,1
637,637,"I had been working on a project at work for a very long time, but a higher up manager contacted my boss and asked about it, insinuating I wasn't delivering it fast enough. I'm working on this as fast as I possibly can ", Comparing and Despairing,working project work long time higher manager contacted bos asked insinuating wasnt delivering fast enough im working fast possibly,7.618849,8.922332,7.618849,8.922332,7.618849,8.922332,16,3,6,1,2,0,-1,-1,1
638,638,Threw a conniption when unable to complete an Amigurumi project for my niece. I am unable to do this simply damned thing. , All-or-nothing thinking,threw conniption unable complete amigurumi project niece unable simply damned thing,8.176339,7.5623894,8.176339,7.5623894,8.176339,7.5623894,15,3,4,2,2,4,14,34,1
639,639,"I did a poor job organizing a meeting, but it turned out to not be a big deal. I am not a good project manager. ", Labeling,poor job organizing meeting turned big deal good project manager,7.59231,8.415122,7.59231,8.415122,7.59231,8.415122,16,3,6,1,2,0,-1,-1,1
640,640,My wife didn't look up from her phone or answer me when I came to talk to her. Am I not worth her time? , Labeling,wife didnt look phone answer came talk worth time,3.6489348,5.223948,3.6489348,5.223948,3.6489348,5.223948,13,1,8,0,4,1,3,8,1
641,641,I was on the phone with my boyfriend and he got a call on the other line. I assumed it was another girl calling him. I am not good enough. , Labeling,phone boyfriend got call line assumed another girl calling good enough,3.005887,6.0744343,3.005887,6.0744343,3.005887,6.0744343,1,16,17,0,0,1,4,8,1
642,642,I talk to a close friend online every day because we live in different states. We share a lot about our lives and our messages are usually pretty long. My friend asked me to stop messaging for a while because they felt overwhelmed and wouldn't be able to respond but wanted to at a later time I'm annoying and oversharing , Overgeneralizing,talk close friend online every day live different state share lot life message usually pretty long friend asked stop messaging felt overwhelmed wouldnt able respond wanted later time im annoying oversharing,3.330643,5.835305,3.330643,5.835305,3.330643,5.835305,1,1,3,0,0,1,4,8,1
643,643,i ate too much and too fast to temporarily please myself but not because i felt hunger i am not able to control my eating habits , Negative feeling or emotion,ate much fast temporarily please felt hunger able control eating habit,9.927896,5.670684,9.927896,5.670684,9.927896,5.670684,9,9,10,2,3,4,0,1,0
644,644,I couldn't find my bank card and realized my husband must have taken it. He shouldn't have taken it without asking me first. , Blaming,couldnt find bank card realized husband must taken shouldnt taken without asking first,3.414861,7.572784,3.414861,7.572784,3.414861,7.572784,1,16,17,0,2,1,4,-1,1
645,645,I was told that I don't look as attractive as I used to by my significant other. She told me that she does not like the way that I have been dressing lately and that I should go back to my old style of dressing. I can recall feeling embarrassed and let down with myself. I felt very tiny and as though my relationship was falling apart because she was starting to become very superficial. What am I doing to deserve this? , Emotional reasoning,told dont look attractive used significant told like way dressing lately go back old style dressing recall feeling embarrassed let felt tiny though relationship falling apart starting become superficial deserve,4.579594,5.4429445,4.579594,5.4429445,4.579594,5.4429445,13,1,8,0,4,1,3,8,1
646,646,My husband got two tickets to a Bruins game the other day and rather than asking me if I wanted to go with him he invited a friend. My husband doesn't want to spend time with me. , Mind reading,husband got two ticket bruin game day rather asking wanted go invited friend husband doesnt want spend time,3.1066408,7.150558,3.1066408,7.150558,3.1066408,7.150558,1,16,17,0,2,1,4,8,1
647,647,"A new policy at work was established and required cooperation of efforts from another department in order to meet the new requirements. I took initiative and set meetings to talk about the new roles. After the meeting a verbal agreements were made I drafted a memorandum of agreement outlining the verbal agreements. A day later, the other department refused to participate because they did not want to do any extra work. We will not be able to complete the work that needs to be done ", Catastrophizing,new policy work established required cooperation effort another department order meet new requirement took initiative set meeting talk new role meeting verbal agreement made drafted memorandum agreement outlining verbal agreement day later department refused participate want extra work able complete work need done,5.9645476,7.7293143,5.9645476,7.7293143,5.9645476,7.7293143,17,3,6,1,2,0,-1,-1,1
648,648,I was reprimanded at work for standing up to a coworker who was bullying another co-worker. It was unfair that I was the one to get in trouble for defending a weaker person. , Blaming,reprimanded work standing coworker bullying another coworker unfair one get trouble defending weaker person,6.6623087,9.410612,6.6623087,9.410612,6.6623087,9.410612,16,6,11,1,2,3,8,24,-1
649,649,"I have been studying for months for the real estate exam. When I went to take it, I did not pass by two points. I really have to pass, I need to work. ", Negative feeling or emotion,studying month real estate exam went take pas two point really pas need work,9.928056,7.670857,9.928056,7.670857,9.928056,7.670857,8,5,12,2,3,0,15,7,1
650,650,I hurt my families feelings by canceling the trip they had planned to come to see me. I should have made time for them. , Should statements,hurt family feeling canceling trip planned come see made time,4.9818416,7.347886,4.9818416,7.347886,4.9818416,7.347886,3,13,15,1,2,1,3,18,1
651,651,Someone started a rumor that I'd been banned from an online community when in fact I hadn't. Many people chose to attack my character and one person called me a bully. When I dispelled the rumor and defended myself I was denied an opportunity to defend myself and insulted further. I am a bad person. , Labeling,someone started rumor id banned online community fact hadnt many people chose attack character one person called bully dispelled rumor defended denied opportunity defend insulted bad person,6.458762,9.321013,6.458762,9.321013,6.458762,9.321013,16,6,11,1,2,3,8,24,1
652,652,I am trying to help my son pay his bills and find a job. He does not appreciate anything I do for him. , Overgeneralizing,trying help son pay bill find job appreciate anything,3.5717263,7.7681236,3.5717263,7.7681236,3.5717263,7.7681236,1,16,15,1,2,1,-1,8,-1
653,653,I was talking with my boyfriend on my lunch break and he started to clean his computer with canned air which made a very loud noise. Does he not care what I am saying? , Overgeneralizing,talking boyfriend lunch break started clean computer canned air made loud noise care saying,3.701971,6.6492887,3.701971,6.6492887,3.701971,6.6492887,1,16,17,0,2,1,4,8,1
654,654,I tried to make a business but I lose I'll never be able to do anything , Fortune telling,tried make business lose ill never able anything,9.151471,8.659138,9.151471,8.659138,9.151471,8.659138,5,7,1,2,0,0,-1,26,1
655,655,My dad is in the next room in his hospice bed and im afraid of not doing everything right. Am I doing enough , Negative feeling or emotion,dad next room hospice bed im afraid everything right enough,5.416511,6.999433,5.416511,6.999433,5.416511,6.999433,6,12,0,1,2,2,6,25,1
656,656,I tried a new hair style but no one commented on it I shouldn't have changed my hair , Should statements,tried new hair style one commented shouldnt changed hair,6.1076765,8.606731,6.1076765,8.606731,6.1076765,8.606731,0,0,13,1,3,3,-1,3,-1
657,657,Our group project did not receive a high grade It was my fault my group got a bad grade , Disqualifying the Positive,group project receive high grade fault group got bad grade,7.932683,8.406874,7.932683,8.406874,7.932683,8.406874,16,5,12,1,3,0,-1,7,1
658,658,I sent a message to my friend and they did not reply It must be my fault , Personalizing,sent message friend reply must fault,5.1025543,5.856691,5.1025543,5.856691,5.1025543,5.856691,17,10,7,0,0,3,7,16,1
659,659,I was up for a promotion at work and did not receive it. I will be stuck in middle-management for the remainder of my career. , Catastrophizing,promotion work receive stuck middlemanagement remainder career,7.7579327,9.694457,7.7579327,9.694457,7.7579327,9.694457,16,3,5,1,2,0,-1,-1,-1
660,660,I failed to convince my son that he should go back to college I am failing as a parent , Labeling,failed convince son go back college failing parent,3.681873,7.9073186,3.681873,7.9073186,3.681873,7.9073186,14,12,15,1,2,1,-1,-1,-1
661,661,I didn't get as good of feedback on a work assignment as I wanted I didn't do as good a job as I thought , Catastrophizing,didnt get good feedback work assignment wanted didnt good job thought,7.48612,8.82003,7.48612,8.82003,7.48612,8.82003,16,3,12,1,2,0,-1,5,1
662,662,I was talking to my husband about something that happened to me that day.  He kept interrupting and talking over me.  I got up and left the room. My husband was being a jerk and not listening to me. , Personalizing,talking husband something happened day kept interrupting talking got left room husband jerk listening,3.068813,7.351261,3.068813,7.351261,3.068813,7.351261,1,16,17,0,2,1,4,8,1
663,663,I applied for a new part-time position and took the qualifying exam but didn't pass because they  changed some of the guidelines for the job. They warned us beforehand that this may happen in the hiring process. I thought that I should have studied harder. If I knew enough information I would pass no matter how the standards changed. It was my fault I didn't try hard enough and was furious with myself , Personalizing,applied new parttime position took qualifying exam didnt pas changed guideline job warned u beforehand may happen hiring process thought studied harder knew enough information would pas matter standard changed fault didnt try hard enough furious,9.2992935,7.9253936,9.2992935,7.9253936,9.2992935,7.9253936,8,5,12,1,3,0,-1,7,1
664,664,"The guy I'm dating went home early one night and I got upset because I thought it meant he didn't want to see me anymore, but I was wrong. I guess he doesn't like me anymore ", Mind reading,guy im dating went home early one night got upset thought meant didnt want see anymore wrong guess doesnt like anymore,3.028731,6.6042094,3.028731,6.6042094,3.028731,6.6042094,1,16,17,0,0,1,4,8,1
665,665,i celebrated a past holiday by myself why don't i have friends? why am i not social? SIGH! , All-or-nothing thinking,celebrated past holiday dont friend social sigh,5.7661705,5.0510926,5.7661705,5.0510926,5.7661705,5.0510926,4,10,16,0,0,2,7,16,1
666,666,I run a business with my close friend and we were taking work-related photos at their house. I took the memory card home but lost it while I was walking. My friend is going to be angry with me , Mind reading,run business close friend taking workrelated photo house took memory card home lost walking friend going angry,5.237533,8.090292,5.237533,8.090292,5.237533,8.090292,3,13,11,1,2,3,-1,-1,1
667,667,I called a woman I love by accident during a bad time She will never love me now , Mind reading,called woman love accident bad time never love,4.40848,5.03343,4.40848,5.03343,4.40848,5.03343,13,1,8,0,4,1,3,8,1
668,668,"I confronted a coworker about eating my food from the refrigerator, only to realize the custodians threw away my food the night before. My coworkers are making fun of me now ", Mind reading,confronted coworker eating food refrigerator realize custodian threw away food night coworkers making fun,5.5227704,8.463936,5.5227704,8.463936,5.5227704,8.463936,16,6,11,1,2,3,-1,-1,1
669,669,I took part in a writing competition and I lost I will never become a successful writer , Fortune telling,took part writing competition lost never become successful writer,9.142087,8.270709,9.142087,8.270709,9.142087,8.270709,8,5,12,1,1,0,11,6,1
670,670,Three days have passed since my job interview and I didn't receive any updates I didn't get the job , Fortune telling,three day passed since job interview didnt receive update didnt get job,8.38817,9.758231,8.38817,9.758231,8.38817,9.758231,5,7,1,1,2,0,10,26,1
671,671,"I'm facing an issue, that I love you girlfriend and she loves me back. But I hurt her because I'm manipulative, without really realizing what I'm doing. I make her feel guilty of things that she shouldn't feel so, and if I don't get things my way, I manipulate it so it sounds like it's her fault or she is wrong. I don't do it voluntarily, but I do it too often and it hurts her and me. I am manipulative ", Labeling,im facing issue love girlfriend love back hurt im manipulative without really realizing im make feel guilty thing shouldnt feel dont get thing way manipulate sound like fault wrong dont voluntarily often hurt manipulative,4.6224213,5.2486615,4.6224213,5.2486615,4.6224213,5.2486615,13,1,8,0,4,1,-1,8,1
672,672,"Every time I think I have another chance at love, I am reminded how insufferable and unlovable I make myself. I am a hard person to love ", Labeling,every time think another chance love reminded insufferable unlovable make hard person love,6.1495585,4.4975076,6.1495585,4.4975076,6.1495585,4.4975076,4,8,16,0,0,2,7,11,1
673,673,I love two people at the same time That I'm going to fail , Fortune telling,love two people time im going fail,9.555396,7.2879825,9.555396,7.2879825,9.555396,7.2879825,8,14,12,2,1,0,15,22,1
674,674,I've been applying for jobs and just got a call that someone else filled a position I applied for. I might never get hired. , Catastrophizing,ive applying job got call someone else filled position applied might never get hired,8.246975,9.789209,8.246975,9.789209,8.246975,9.789209,5,7,1,1,2,0,10,26,1
675,675,My inabilities cost me my job. I would not find a job , Catastrophizing,inability cost job would find job,9.122356,9.502083,9.122356,9.502083,9.122356,9.502083,5,7,1,1,0,0,10,26,1
676,676,Fired for not meeting quota as a salesman. I can't pay my bills. , Negative feeling or emotion,fired meeting quota salesman cant pay bill,8.971937,9.204989,8.971937,9.204989,8.971937,9.204989,5,7,1,1,0,0,10,26,1
677,677,I had an opportunity to get a large bonus at work but I did not do well on task so no bonus I could have done so much better , Personalizing,opportunity get large bonus work well task bonus could done much better,7.7258897,9.490849,7.7258897,9.490849,7.7258897,9.490849,16,3,5,1,2,0,9,5,1
678,678,I wave to an acquaintance and get no response. I don't make a memorable impression on people. , Labeling,wave acquaintance get response dont make memorable impression people,5.809144,5.320827,5.809144,5.320827,5.809144,5.320827,4,10,7,0,0,3,7,16,1
679,679,I want to shoot myself I have lost all hope , Negative feeling or emotion,want shoot lost hope,8.613959,5.1034408,8.613959,5.1034408,8.613959,5.1034408,2,11,14,2,1,2,7,30,1
680,680,My guitar teacher told me I needed to correct my posture I've been practicing but I'm not making any progress , All-or-nothing thinking,guitar teacher told needed correct posture ive practicing im making progress,9.029227,7.2267656,9.029227,7.2267656,9.029227,7.2267656,8,14,4,2,1,4,14,23,1
