,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 hdbscan_bayesian_optimisation,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 hdbscan_bayesian_optimisation,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 hdbscan_bayesian_optimisation,All-Distilroberta-v1 x,All-Distilroberta-v1 y
603,603,"Time is running short on the workday, my boss asks me if I can finish a task that will require me to stay for a few extra hours. Why would you wait until the last minute to ask me this. ", Catastrophizing,time running short workday bos asks finish task require stay extra hour would wait last minute ask,3,7.7439313,8.469363,3,7.567584,10.463463,2,4.7690825,8.016823
604,604,I saw my friend comment on an Instagram post when he's been ignoring me. My friend doesn't like me anymore. , Personalizing,saw friend comment instagram post he ignoring friend doesnt like anymore,3,3.7000546,5.8896775,3,4.1984634,8.724561,2,0.5190777,7.2221847
605,605,I missed a personal deadline for a project a friend asked me to help with. I made a deadline and missed it. , Negative feeling or emotion,missed personal deadline project friend asked help made deadline missed,3,7.74749,8.378572,3,7.5591836,10.372799,2,5.371309,7.651355
606,606,My mom cooked me breakfast and the eggs which she knows i like over medium were over cooked. I became very upset. frustration , Disqualifying the Positive,mom cooked breakfast egg know like medium cooked became upset frustration,2,5.043637,9.108752,2,10.034487,7.3892183,2,2.6352322,8.957596
607,607,My friend and I had made plans months ago to go to a basketball game. The day before the game he calls me and says he cant go because he forgot he made plans with his wife. I started yelling at him and told him these tickets were expensive and you promised me. I was really angry for cancelling last minute because he has done this in the past I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind , Blaming,friend made plan month ago go basketball game day game call say cant go forgot made plan wife started yelling told ticket expensive promised really angry cancelling last minute done past get upset people cant keep promise plan made critical put tough bind,3,3.5092027,6.9416013,3,3.232688,8.536963,2,0.62573844,8.011476
608,608,My grandma died a few years ago and my aunt recently had major surgery. I'm scared of losing loved ones , Catastrophizing,grandma died year ago aunt recently major surgery im scared losing loved one,3,5.7638183,6.83335,3,6.9084826,6.1928167,2,1.7070816,3.8603635
609,609,I'm afraid of pregnancy and I think i'm not mentally or emotionally prepared I can't be a mother , Emotional reasoning,im afraid pregnancy think im mentally emotionally prepared cant mother,3,6.392911,6.723198,3,7.766846,6.516579,2,1.0785637,4.5448956
610,610,I saw a profile picture of a close friend on a dating app that I had feelings for. I am not the kind of person that she would like to go out with. , Mind reading,saw profile picture close friend dating app feeling kind person would like go,3,5.6691456,3.8984065,3,4.5953193,7.7173557,2,3.0968919,6.3286057
611,611,I am trying to diet but I gained weight this week. I don't have the discipline to diet. , Catastrophizing,trying diet gained weight week dont discipline diet,0,9.99782,5.7353005,3,9.222502,7.369485,2,4.0603695,3.0103965
612,612,My husband cancelled our wedding anniversary dinner. The thought that he does not care about me anymore. , Overgeneralizing,husband cancelled wedding anniversary dinner thought care anymore,3,3.1178977,7.1460977,3,3.2007172,8.1646805,2,0.16961734,7.940468
613,613,"I have depression and anxiety. The past 3 weeks have been especially tough depression wise, due to some out of our control stressors. spent a lot of time in bed while my kids were in school, just doing the bare minimum.  Meanwhile, my very supportive husband has been picking up my slack. I feel as though I nearly contribute to the household chores as much as I should, though I thank him constantly for his work.  Any words of wisdom or encouragement? I feel like a bad wife and mom ", Emotional reasoning,depression anxiety past week especially tough depression wise due control stressor spent lot time bed kid school bare minimum meanwhile supportive husband picking slack feel though nearly contribute household chore much though thank constantly work word wisdom encouragement feel like bad wife mom,3,8.619075,5.621255,3,6.8129635,6.0538206,2,3.877653,4.2740364
614,614,I tried to advertise my business more but have gotten zero leads from it. I am not good at what I do. , All-or-nothing thinking,tried advertise business gotten zero lead good,3,8.867843,8.68913,3,8.561584,10.80071,2,5.043231,5.225185
615,615,I came home to find my spouse had taken all of his things and left a note saying our marriage was over. My marriage is over. , Overgeneralizing,came home find spouse taken thing left note saying marriage marriage,3,2.9914095,7.489002,3,3.1730163,7.907965,2,0.41408712,7.6842933
616,616,A week ago me and my GF were trying to find a store in a nearby town but we got lost. We won't be able to find the store before it closes. , Fortune telling,week ago gf trying find store nearby town got lost wont able find store close,3,4.315015,4.8357162,3,3.8114977,6.8555284,2,-0.5213,5.886097
617,617,My girlfriend came home later than usual after work and didn't bother to call and let me know or answer the phone when I called to check on her. She acted like it was not big deal after she came home. My girlfriend is hiding something from me. , Emotional reasoning,girlfriend came home later usual work didnt bother call let know answer phone called check acted like big deal came home girlfriend hiding something,3,3.6715622,5.0920877,3,3.8337862,6.6452546,2,-0.7712161,6.4137635
618,618,"My wife, asked me very kindly, to finally clean the bathroom shower in our bathroom, and I got upset by this. I'm busy doing something else, it's not like I haven't tried to get to that chore! ", Negative feeling or emotion,wife asked kindly finally clean bathroom shower bathroom got upset im busy something else like havent tried get chore,3,4.588536,7.462674,3,5.032888,6.2888193,2,0.28593642,7.2862196
619,619,I yelled at my sister for not doing something correctly There will never be enough time to get everything done , All-or-nothing thinking,yelled sister something correctly never enough time get everything done,3,4.5457196,7.452237,3,5.866261,6.147947,2,0.7302351,6.6259513
620,620,My wife sat me down and said she needed me to make more money because she is tired of paying rent by herself i was letting her down and she felt pressured by my actions , Mind reading,wife sat said needed make money tired paying rent letting felt pressured action,3,3.6492324,5.4560695,3,3.9485664,6.900263,2,-0.07753885,6.7932854
621,621,I was in my grandma's house and I knocked the vase on the floor Grandma will be so angry at me , Fortune telling,grandma house knocked vase floor grandma angry,3,4.7399435,6.9654794,3,5.540108,5.9583354,2,0.44374448,6.60899
622,622,An mturk requester rejected my task and I wasn't sure why because I work very hard on my tasks. Being new it affected my approval rating more negatively. I'm not smart enough to succeed at mturk , All-or-nothing thinking,mturk requester rejected task wasnt sure work hard task new affected approval rating negatively im smart enough succeed mturk,3,7.9400253,8.755888,3,7.900984,10.938307,2,5.4689727,6.5406427
623,623,"My daughter refused to do anything I instructed her to and embarrassed me greatly before guests I was hosting. If I cannot control her now, I have lost her perhaps forever ", Overgeneralizing,daughter refused anything instructed embarrassed greatly guest hosting cannot control lost perhaps forever,3,4.377239,7.8566203,3,5.8366075,5.8676763,2,0.08779897,6.096555
624,624,A potential client decided to work with another company. I failed our company & myself. , All-or-nothing thinking,potential client decided work another company failed company,3,8.250512,9.32816,3,7.7558208,11.099507,2,5.522928,6.271243
625,625,I can't do anything right and I'm crying over spilling cereal on my bed and dress I'm worthless , Catastrophizing,cant anything right im cry spilling cereal bed dress im worthless,3,8.205511,5.7552757,3,7.2123976,8.177183,2,3.7047365,4.3135395
626,626,Don't have a job I'm a failure , Negative feeling or emotion,dont job im failure,3,8.8943405,9.033036,3,8.840523,10.914146,2,5.2929273,4.9182105
627,627,They did not convert me as permanent at work I'm a failure , Labeling,convert permanent work im failure,3,8.8143635,9.408168,3,8.992237,11.25981,2,5.937946,5.1017404
628,628,"I can feel everyone becoming distant with me, including my boyfriend. He just cheated on me not even a week ago and i cant bring myself to leave him no matter what he does. He does not care. I have no family, i only ever had him. Im annoying and i am never happy with anything and i hate myself for it because i want to be happy and i want to be a good person. I can feel my heart breaking more and more as i cone to the realization that i am not wanted nor needed. I am a problem. ", Labeling,feel everyone becoming distant including boyfriend cheated even week ago cant bring leave matter care family ever im annoying never happy anything hate want happy want good person feel heart breaking cone realization wanted needed problem,3,8.281199,5.304991,3,6.546473,7.050631,2,1.9355751,4.657986
629,629,I know why I am so angry all of the time. like I have this little monster in my head. It just makes me want to abandon everything and hide from everyone so I lash out anymore. I just hate my brain. I am crazy. , Labeling,know angry time like little monster head make want abandon everything hide everyone lash anymore hate brain crazy,3,8.469642,4.3581357,3,7.86987,6.8045316,2,2.7553797,3.1517518
630,630,I thought that my sister had taken some money from my house when she'd come over to visit. I cannot trust my sister anymore. , Blaming,thought sister taken money house shed come visit cannot trust sister anymore,3,4.477291,7.039962,3,5.454633,6.5902104,2,0.7438065,6.3871646
631,631,I've been a massive bummer in my personal life and am making people feel bad I'm worthless , Labeling,ive massive bummer personal life making people feel bad im worthless,3,8.138701,5.5015388,3,7.0215774,8.043819,2,2.8810236,4.7453456
632,632,"I was passed over for a new job with a larger company. I had the qualifications and the experience for this job, yet I was passed over for someone else who had less experience than I. ", Personalizing,passed new job larger company qualification experience job yet passed someone else le experience,3,7.7826514,9.76082,3,7.4911923,11.493114,2,6.1886716,5.3425665
633,633,I posted a new piece of artwork online and people started comparing it with artwork created by others I shouldn't have posted it , Personalizing,posted new piece artwork online people started comparing artwork created others shouldnt posted,3,6.6002536,8.99901,2,10.003766,8.493833,1,3.5371165,7.65335
634,634,I made a goal to quit smoking and failed I keep failing at this , Overgeneralizing,made goal quit smoking failed keep failing,3,9.17978,6.6565104,3,8.746576,8.533073,2,4.342916,4.6718254
635,635,I burnt the potatoes while cooking I should have been perfect , Should statements,burnt potato cooking perfect,2,5.1366124,9.252483,2,10.060496,7.366584,2,2.6913056,8.942142
636,636,My girlfriend is getting a new job in a distant city. This is going to cause us to break up. , Fortune telling,girlfriend getting new job distant city going cause u break,3,4.123404,4.7181325,3,3.657144,6.785459,2,-0.8389172,6.0638323
637,637,"I had been working on a project at work for a very long time, but a higher up manager contacted my boss and asked about it, insinuating I wasn't delivering it fast enough. I'm working on this as fast as I possibly can ", Comparing and Despairing,working project work long time higher manager contacted bos asked insinuating wasnt delivering fast enough im working fast possibly,3,7.618849,8.922332,3,7.5327396,10.482274,2,5.361944,7.726122
638,638,Threw a conniption when unable to complete an Amigurumi project for my niece. I am unable to do this simply damned thing. , All-or-nothing thinking,threw conniption unable complete amigurumi project niece unable simply damned thing,3,8.176339,7.5623894,3,8.044464,10.0454235,2,4.6125073,4.7232914
639,639,"I did a poor job organizing a meeting, but it turned out to not be a big deal. I am not a good project manager. ", Labeling,poor job organizing meeting turned big deal good project manager,3,7.59231,8.415122,3,7.186556,10.549272,2,5.6926017,6.940592
640,640,My wife didn't look up from her phone or answer me when I came to talk to her. Am I not worth her time? , Labeling,wife didnt look phone answer came talk worth time,3,3.6489348,5.223948,3,3.8922582,6.968663,2,-0.47403827,6.7974167
641,641,I was on the phone with my boyfriend and he got a call on the other line. I assumed it was another girl calling him. I am not good enough. , Labeling,phone boyfriend got call line assumed another girl calling good enough,3,3.005887,6.0744343,3,2.9948165,8.593835,2,0.06313626,7.900033
642,642,I talk to a close friend online every day because we live in different states. We share a lot about our lives and our messages are usually pretty long. My friend asked me to stop messaging for a while because they felt overwhelmed and wouldn't be able to respond but wanted to at a later time I'm annoying and oversharing , Overgeneralizing,talk close friend online every day live different state share lot life message usually pretty long friend asked stop messaging felt overwhelmed wouldnt able respond wanted later time im annoying oversharing,3,3.330643,5.835305,3,4.165773,9.155843,2,1.4272811,7.390951
643,643,i ate too much and too fast to temporarily please myself but not because i felt hunger i am not able to control my eating habits , Negative feeling or emotion,ate much fast temporarily please felt hunger able control eating habit,0,9.927896,5.670684,3,9.36012,7.30491,2,3.9247556,3.0133967
644,644,I couldn't find my bank card and realized my husband must have taken it. He shouldn't have taken it without asking me first. , Blaming,couldnt find bank card realized husband must taken shouldnt taken without asking first,3,3.414861,7.572784,3,3.412735,8.17526,2,1.4092743,7.9977818
645,645,I was told that I don't look as attractive as I used to by my significant other. She told me that she does not like the way that I have been dressing lately and that I should go back to my old style of dressing. I can recall feeling embarrassed and let down with myself. I felt very tiny and as though my relationship was falling apart because she was starting to become very superficial. What am I doing to deserve this? , Emotional reasoning,told dont look attractive used significant told like way dressing lately go back old style dressing recall feeling embarrassed let felt tiny though relationship falling apart starting become superficial deserve,3,4.579594,5.4429445,3,4.561138,7.2435412,2,-0.3524903,6.45086
646,646,My husband got two tickets to a Bruins game the other day and rather than asking me if I wanted to go with him he invited a friend. My husband doesn't want to spend time with me. , Mind reading,husband got two ticket bruin game day rather asking wanted go invited friend husband doesnt want spend time,3,3.1066408,7.150558,3,3.4058564,8.418403,2,0.34240326,8.107402
647,647,"A new policy at work was established and required cooperation of efforts from another department in order to meet the new requirements. I took initiative and set meetings to talk about the new roles. After the meeting a verbal agreements were made I drafted a memorandum of agreement outlining the verbal agreements. A day later, the other department refused to participate because they did not want to do any extra work. We will not be able to complete the work that needs to be done ", Catastrophizing,new policy work established required cooperation effort another department order meet new requirement took initiative set meeting talk new role meeting verbal agreement made drafted memorandum agreement outlining verbal agreement day later department refused participate want extra work able complete work need done,3,5.9645476,7.7293143,3,7.5976634,10.721175,2,5.653381,7.445328
648,648,I was reprimanded at work for standing up to a coworker who was bullying another co-worker. It was unfair that I was the one to get in trouble for defending a weaker person. , Blaming,reprimanded work standing coworker bullying another coworker unfair one get trouble defending weaker person,3,6.6623087,9.410612,3,6.2035885,10.260342,2,1.9580065,7.1280055
649,649,"I have been studying for months for the real estate exam. When I went to take it, I did not pass by two points. I really have to pass, I need to work. ", Negative feeling or emotion,studying month real estate exam went take pas two point really pas need work,3,9.928056,7.670857,3,9.967318,9.680767,2,6.725338,6.3231583
650,650,I hurt my families feelings by canceling the trip they had planned to come to see me. I should have made time for them. , Should statements,hurt family feeling canceling trip planned come see made time,3,4.9818416,7.347886,3,6.0637636,6.236537,2,0.8756528,6.8957553
651,651,Someone started a rumor that I'd been banned from an online community when in fact I hadn't. Many people chose to attack my character and one person called me a bully. When I dispelled the rumor and defended myself I was denied an opportunity to defend myself and insulted further. I am a bad person. , Labeling,someone started rumor id banned online community fact hadnt many people chose attack character one person called bully dispelled rumor defended denied opportunity defend insulted bad person,3,6.458762,9.321013,3,5.9652944,9.874274,2,1.9521729,6.9748807
652,652,I am trying to help my son pay his bills and find a job. He does not appreciate anything I do for him. , Overgeneralizing,trying help son pay bill find job appreciate anything,3,3.5717263,7.7681236,3,3.5432258,8.039455,2,0.7677261,8.619839
653,653,I was talking with my boyfriend on my lunch break and he started to clean his computer with canned air which made a very loud noise. Does he not care what I am saying? , Overgeneralizing,talking boyfriend lunch break started clean computer canned air made loud noise care saying,3,3.701971,6.6492887,3,3.471035,8.762687,2,0.2347866,8.041797
654,654,I tried to make a business but I lose I'll never be able to do anything , Fortune telling,tried make business lose ill never able anything,3,9.151471,8.659138,3,9.112579,10.6481905,2,5.345646,4.720078
655,655,My dad is in the next room in his hospice bed and im afraid of not doing everything right. Am I doing enough , Negative feeling or emotion,dad next room hospice bed im afraid everything right enough,3,5.416511,6.999433,3,6.897062,6.151899,2,1.7001361,3.9951444
656,656,I tried a new hair style but no one commented on it I shouldn't have changed my hair , Should statements,tried new hair style one commented shouldnt changed hair,3,6.1076765,8.606731,0,9.830692,8.267142,0,3.6757941,8.453783
657,657,Our group project did not receive a high grade It was my fault my group got a bad grade , Disqualifying the Positive,group project receive high grade fault group got bad grade,3,7.932683,8.406874,3,10.401707,9.468835,2,6.2273474,6.88988
658,658,I sent a message to my friend and they did not reply It must be my fault , Personalizing,sent message friend reply must fault,3,5.1025543,5.856691,3,4.808286,9.591462,2,2.3759117,7.058694
659,659,I was up for a promotion at work and did not receive it. I will be stuck in middle-management for the remainder of my career. , Catastrophizing,promotion work receive stuck middlemanagement remainder career,3,7.7579327,9.694457,3,7.560684,11.464895,2,6.186538,5.216559
660,660,I failed to convince my son that he should go back to college I am failing as a parent , Labeling,failed convince son go back college failing parent,3,3.681873,7.9073186,3,6.7092004,5.7605915,2,0.8427137,8.732776
661,661,I didn't get as good of feedback on a work assignment as I wanted I didn't do as good a job as I thought , Catastrophizing,didnt get good feedback work assignment wanted didnt good job thought,3,7.48612,8.82003,3,8.18692,11.278478,2,5.7529397,6.599472
662,662,I was talking to my husband about something that happened to me that day.  He kept interrupting and talking over me.  I got up and left the room. My husband was being a jerk and not listening to me. , Personalizing,talking husband something happened day kept interrupting talking got left room husband jerk listening,3,3.068813,7.351261,3,3.0270944,8.145385,2,0.2273111,7.7590184
663,663,I applied for a new part-time position and took the qualifying exam but didn't pass because they  changed some of the guidelines for the job. They warned us beforehand that this may happen in the hiring process. I thought that I should have studied harder. If I knew enough information I would pass no matter how the standards changed. It was my fault I didn't try hard enough and was furious with myself , Personalizing,applied new parttime position took qualifying exam didnt pas changed guideline job warned u beforehand may happen hiring process thought studied harder knew enough information would pas matter standard changed fault didnt try hard enough furious,3,9.2992935,7.9253936,3,9.839853,9.860048,2,6.6839466,6.25271
664,664,"The guy I'm dating went home early one night and I got upset because I thought it meant he didn't want to see me anymore, but I was wrong. I guess he doesn't like me anymore ", Mind reading,guy im dating went home early one night got upset thought meant didnt want see anymore wrong guess doesnt like anymore,3,3.028731,6.6042094,3,2.9358375,8.4896755,2,0.089628,7.7319636
665,665,i celebrated a past holiday by myself why don't i have friends? why am i not social? SIGH! , All-or-nothing thinking,celebrated past holiday dont friend social sigh,3,5.7661705,5.0510926,3,4.9477777,9.331858,2,2.1346984,5.0482445
666,666,I run a business with my close friend and we were taking work-related photos at their house. I took the memory card home but lost it while I was walking. My friend is going to be angry with me , Mind reading,run business close friend taking workrelated photo house took memory card home lost walking friend going angry,3,5.237533,8.090292,3,4.6199236,8.718215,2,1.8695481,7.9133463
667,667,I called a woman I love by accident during a bad time She will never love me now , Mind reading,called woman love accident bad time never love,3,4.40848,5.03343,3,4.1566577,6.9239044,2,-0.4670573,6.588238
668,668,"I confronted a coworker about eating my food from the refrigerator, only to realize the custodians threw away my food the night before. My coworkers are making fun of me now ", Mind reading,confronted coworker eating food refrigerator realize custodian threw away food night coworkers making fun,3,5.5227704,8.463936,3,5.981101,10.13309,2,2.0883088,7.824358
669,669,I took part in a writing competition and I lost I will never become a successful writer , Fortune telling,took part writing competition lost never become successful writer,3,9.142087,8.270709,3,10.031914,10.426145,1,5.544071,5.671979
670,670,Three days have passed since my job interview and I didn't receive any updates I didn't get the job , Fortune telling,three day passed since job interview didnt receive update didnt get job,3,8.38817,9.758231,3,8.771073,11.744216,2,6.3294563,4.8394427
671,671,"I'm facing an issue, that I love you girlfriend and she loves me back. But I hurt her because I'm manipulative, without really realizing what I'm doing. I make her feel guilty of things that she shouldn't feel so, and if I don't get things my way, I manipulate it so it sounds like it's her fault or she is wrong. I don't do it voluntarily, but I do it too often and it hurts her and me. I am manipulative ", Labeling,im facing issue love girlfriend love back hurt im manipulative without really realizing im make feel guilty thing shouldnt feel dont get thing way manipulate sound like fault wrong dont voluntarily often hurt manipulative,3,4.6224213,5.2486615,3,4.163219,6.709717,2,-0.06732243,5.982126
672,672,"Every time I think I have another chance at love, I am reminded how insufferable and unlovable I make myself. I am a hard person to love ", Labeling,every time think another chance love reminded insufferable unlovable make hard person love,3,6.1495585,4.4975076,3,5.097648,7.8381577,2,2.2591655,5.3736053
673,673,I love two people at the same time That I'm going to fail , Fortune telling,love two people time im going fail,3,9.555396,7.2879825,3,9.159581,9.1664295,2,5.5140133,5.7383776
674,674,I've been applying for jobs and just got a call that someone else filled a position I applied for. I might never get hired. , Catastrophizing,ive applying job got call someone else filled position applied might never get hired,3,8.246975,9.789209,3,8.764133,11.872043,2,6.299241,4.7986116
675,675,My inabilities cost me my job. I would not find a job , Catastrophizing,inability cost job would find job,3,9.122356,9.502083,3,8.799364,11.085088,2,5.573014,4.538274
676,676,Fired for not meeting quota as a salesman. I can't pay my bills. , Negative feeling or emotion,fired meeting quota salesman cant pay bill,3,8.971937,9.204989,3,8.595793,11.382274,2,5.827071,4.6544313
677,677,I had an opportunity to get a large bonus at work but I did not do well on task so no bonus I could have done so much better , Personalizing,opportunity get large bonus work well task bonus could done much better,3,7.7258897,9.490849,3,8.143018,11.29449,2,5.9231577,6.0130677
678,678,I wave to an acquaintance and get no response. I don't make a memorable impression on people. , Labeling,wave acquaintance get response dont make memorable impression people,3,5.809144,5.320827,3,5.3901873,9.792022,2,2.806445,6.564432
679,679,I want to shoot myself I have lost all hope , Negative feeling or emotion,want shoot lost hope,3,8.613959,5.1034408,3,7.4706707,7.121387,2,2.8358176,3.9597025
680,680,My guitar teacher told me I needed to correct my posture I've been practicing but I'm not making any progress , All-or-nothing thinking,guitar teacher told needed correct posture ive practicing im making progress,3,9.029227,7.2267656,3,8.277996,8.721956,2,4.651076,5.3951006
681,681,I got very upset last week when I realized that I had forgotten to fill out a required form and the date that the form was due had already passed. they should have reminded me before I forgot , Should statements,got upset last week realized forgotten fill required form date form due already passed reminded forgot,3,7.030904,9.323313,3,7.5289593,10.302399,2,5.1350617,7.8769283
682,682,"I found a job I thought was perfect for me in the field I used to work in and love very much. A few days after putting in a resume and lining up several references, I found out the job was filled and I didn't even get so much as an acknowledgment of my application much less an interview when I was extremely qualified. why can't I ever get anything I want ", All-or-nothing thinking,found job thought perfect field used work love much day putting resume lining several reference found job filled didnt even get much acknowledgment application much le interview extremely qualified cant ever get anything want,3,8.334211,9.629896,3,8.755319,11.734288,2,6.236716,4.802193
683,683,I recently discovered a music artist that I very much enjoy. When I showed it to a close friend they had a very negative reaction and asked me how I could enjoy this type of music. I ended up getting quite angry with them and told them they had bad taste in music. I felt that my personal self was under attack - and I needed to retaliate by denying their attack. , Personalizing,recently discovered music artist much enjoy showed close friend negative reaction asked could enjoy type music ended getting quite angry told bad taste music felt personal self attack needed retaliate denying attack,3,6.550881,9.159732,3,5.8520923,9.81536,2,1.4404668,7.0178514
684,684,Recent panic attack I'm not going to live up to my expectations for my future , Catastrophizing,recent panic attack im going live expectation future,3,8.773918,5.7149568,3,8.157213,6.845264,2,2.1280975,3.734858
685,685,I hurt my family members by telling them to postpone their long-planned trip to visit me because I was too busy I am selfish , Labeling,hurt family member telling postpone longplanned trip visit busy selfish,3,5.1308,7.2910676,3,6.036716,6.320713,2,1.0563108,6.8410387
686,686,"When I told my friend about my job, he said it has little real-world significance My job is worthless ", Overgeneralizing,told friend job said little realworld significance job worthless,3,8.617858,9.235668,3,8.627656,11.023291,2,5.350651,4.867846
687,687,"it's so hard to do school work, get out of bed, care for myself, and eat I'm so exhausted ", Negative feeling or emotion,hard school work get bed care eat im exhausted,3,9.010067,6.038659,3,7.939523,7.813379,2,3.6159375,3.9451652
688,688,Our forest inventory data is due in less than three days and I still have over 100 plots to do.  The date cannot be missed and my superiors expect it completed. I have at least four normal days of plot work needing done in three days , Negative feeling or emotion,forest inventory data due le three day still plot date cannot missed superior expect completed least four normal day plot work needing done three day,3,8.039734,7.9525676,3,7.878696,10.164056,2,5.5969214,7.360872
689,689,My financial situation is going out of hand I'm worried about my future , Fortune telling,financial situation going hand im worried future,3,9.660391,8.902295,3,9.135409,10.534466,2,4.877759,4.0387654
690,690,"I was given a solo for the church play.  At practice when it came time for me to sing, my voice cracked and I lost the solo. I can't sing. ", All-or-nothing thinking,given solo church play practice came time sing voice cracked lost solo cant sing,3,8.638669,6.7694726,3,7.6326346,8.643066,2,4.468275,5.6060395
691,691,"I always do the wrong thing, I always make mistakes I hate myself ", Labeling,always wrong thing always make mistake hate,3,7.433989,6.01271,3,6.970325,7.6859994,2,4.4318132,6.284317
692,692,"I was walking in a poorly lit downtown area when a man approached me and asked for money. I told him I had none, and he started cussing me out and following me. I eventually started running and he finally stopped following. He is going to hurt me ", Fortune telling,walking poorly lit downtown area man approached asked money told none started cussing following eventually started running finally stopped following going hurt,3,3.4984381,6.5363927,3,3.9350379,8.990955,2,1.6356385,7.8614225
693,693,"I left a toxic job that abused me for more than a decade. I thought I found a new job that was better, but realized they lied to me about the job and now I hate working here. I feel like I made a huge mistake. I can never get a break. Every time I try to make a positive change in my life, something happens to ruin it. ", Negative feeling or emotion,left toxic job abused decade thought found new job better realized lied job hate working feel like made huge mistake never get break every time try make positive change life something happens ruin,3,8.9925375,9.077514,3,7.4330635,7.8408923,2,4.485417,4.5281367
694,694,Last week I found out that my mother had experienced sudden back pain that lasted for a few days  and I somehow worked myself into a very concerned state where I kind of felt like she was going to become completely incapacitated and have to live in a nursing home. I'm afraid she's going to die soon. , Emotional reasoning,last week found mother experienced sudden back pain lasted day somehow worked concerned state kind felt like going become completely incapacitated live nursing home im afraid shes going die soon,3,5.361297,6.955994,3,6.8634133,6.1103067,2,1.6716253,3.6362092
695,695,I received a rejection email from a position I applied to. I will never get a job. , Fortune telling,received rejection email position applied never get job,3,8.394481,9.820916,3,8.727162,11.748636,2,6.1977086,4.7439513
696,696,"I called an old friend, but she wasn't home and didn't return my call. Maybe she doesn't want to talk to me anymore. ", Mind reading,called old friend wasnt home didnt return call maybe doesnt want talk anymore,3,3.9162254,5.6040063,3,4.072567,7.2212873,2,-0.26244694,7.0752187
697,697,I am single and isolated im unlovable , Negative feeling or emotion,single isolated im unlovable,3,6.071278,4.3113675,3,5.3199506,7.9757643,2,2.333886,5.159663
698,698,"My boyfriend didn't reply back to me instantly. If I text my boyfriend too much, he will get bored of me. ", Mind reading,boyfriend didnt reply back instantly text boyfriend much get bored,3,3.0781157,6.017451,3,3.3065803,9.042315,2,0.06970942,7.7920485
699,699,I was looking forward to relaxing but my partner asked me to make dinner instead. My partner thinks I am lazy. , Mind reading,looking forward relaxing partner asked make dinner instead partner think lazy,3,5.4385166,9.075921,3,3.0571795,7.989467,2,0.33104646,8.407505
700,700,"Someone criticized the way I dealt with a patient saying that I was too short tempered with them. I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me. ", Personalizing,someone criticized way dealt patient saying short tempered felt criticism unfair didnt take account entire situation especially considering patient behaving towards,3,6.6698723,9.335073,3,6.366402,10.423153,2,1.9299954,7.1678762
701,701,I failed to turn in my planned event calendar by the due date. I forgot something important. Again. My boss is going to kill me. , Catastrophizing,failed turn planned event calendar due date forgot something important bos going kill,3,7.525701,8.106645,3,7.5652094,10.580783,2,5.1685195,7.8701296
702,702,"I had a huge fight with my friend and I love her so much and I called her fat and ugly and I didn't mean to, is there a condition for something like this I'm being mean to someone I love ", Labeling,huge fight friend love much called fat ugly didnt mean condition something like im mean someone love,3,4.8544817,6.0242553,3,5.0548744,8.500952,2,1.342299,7.136531
703,703,Last week I made a special dinner at my house for my family to enjoy but I overcooked the food. after three decades since I first started learning how to cook I am still ruining meals. , Overgeneralizing,last week made special dinner house family enjoy overcooked food three decade since first started learning cook still ruining meal,2,5.1504316,9.318694,2,10.038698,7.400849,2,2.69231,8.88879
704,704,I failed to do a work task appropriately in a side-gig. I won't get paid , Fortune telling,failed work task appropriately sidegig wont get paid,3,8.20567,9.446545,3,8.197388,11.197826,2,5.426088,7.307385
705,705,I mixed up the addresses on two packages and sent them to the wrong place I screwed up again at work , Negative feeling or emotion,mixed address two package sent wrong place screwed work,3,7.029747,8.220409,3,7.5587845,10.014261,2,4.947593,7.3119383
706,706,I made a mistake with an expensive reagent at work and ruined my experiment. I'm mad at myself for being careless , Emotional reasoning,made mistake expensive reagent work ruined experiment im mad careless,3,7.2571387,8.235539,3,7.5942693,9.563904,2,4.745418,7.3372664
707,707,I couldn't finish the task in time I'm incompetent , Labeling,couldnt finish task time im incompetent,3,8.099928,7.8099017,3,7.8450246,9.948044,2,5.2313757,7.2066164
708,708,My friend asked for help and I denied I'm self-centered , Labeling,friend asked help denied im selfcentered,3,6.6994843,5.81391,-1,6.28259,7.6999106,2,1.4730105,6.4256883
709,709,I try to talk to a stranger at a party and they seem disinterested and walk away from me I'm boring , Fortune telling,try talk stranger party seem disinterested walk away im boring,3,5.74649,5.304794,3,5.2758093,9.464957,2,2.8063104,6.5763907
710,710,"I don't work. I rely heavily on my partner, I'm so easily scared I am a burden. ", Labeling,dont work rely heavily partner im easily scared burden,3,6.5908175,6.7212253,3,7.4427533,7.891638,2,2.0090597,4.4339056
711,711,I am alone none understands Can not move have so much to do mind numb , Negative feeling or emotion,alone none understands move much mind numb,3,8.436302,5.145242,3,7.987683,7.338595,2,2.6707735,4.8547316
712,712,I had a breakup I am the cause of the breakup , Personalizing,breakup cause breakup,3,4.8973866,4.811356,3,3.9344196,7.6622634,2,0.44377756,5.460054
