,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean
612,612,My husband cancelled our wedding anniversary dinner. The thought that he does not care about me anymore. , Overgeneralizing,husband cancelled wedding anniversary dinner thought care anymore,3.1854029,5.664224,2.5605712,8.224182,2.58584,8.52478,0,4,6
613,613,"I have depression and anxiety. The past 3 weeks have been especially tough depression wise, due to some out of our control stressors. spent a lot of time in bed while my kids were in school, just doing the bare minimum.  Meanwhile, my very supportive husband has been picking up my slack. I feel as though I nearly contribute to the household chores as much as I should, though I thank him constantly for his work.  Any words of wisdom or encouragement? I feel like a bad wife and mom ", Emotional reasoning,depression anxiety past week especially tough depression wise due control stressor spent lot time bed kid school bare minimum meanwhile supportive husband picking slack feel though nearly contribute household chore much though thank constantly work word wisdom encouragement feel like bad wife mom,7.688936,2.2654343,7.3058214,7.5380898,5.544958,5.1392407,2,8,2
614,614,I tried to advertise my business more but have gotten zero leads from it. I am not good at what I do. , All-or-nothing thinking,tried advertise business gotten zero lead good,9.000249,5.0132194,8.372629,10.352346,6.6942234,7.2257705,5,7,7
615,615,I came home to find my spouse had taken all of his things and left a note saying our marriage was over. My marriage is over. , Overgeneralizing,came home find spouse taken thing left note saying marriage marriage,3.2666614,5.9398685,2.424238,8.338538,2.5324929,8.416898,0,4,6
616,616,A week ago me and my GF were trying to find a store in a nearby town but we got lost. We won't be able to find the store before it closes. , Fortune telling,week ago gf trying find store nearby town got lost wont able find store close,3.2023935,3.03212,2.3311775,10.051724,2.4955547,7.4075904,7,0,4
617,617,My girlfriend came home later than usual after work and didn't bother to call and let me know or answer the phone when I called to check on her. She acted like it was not big deal after she came home. My girlfriend is hiding something from me. , Emotional reasoning,girlfriend came home later usual work didnt bother call let know answer phone called check acted like big deal came home girlfriend hiding something,2.8684251,3.5323262,2.3129606,9.943147,2.0917149,7.651927,7,0,4
618,618,"My wife, asked me very kindly, to finally clean the bathroom shower in our bathroom, and I got upset by this. I'm busy doing something else, it's not like I haven't tried to get to that chore! ", Negative feeling or emotion,wife asked kindly finally clean bathroom shower bathroom got upset im busy something else like havent tried get chore,4.5728927,5.439155,3.289815,7.9442854,2.0622606,8.366648,9,8,6
619,619,I yelled at my sister for not doing something correctly There will never be enough time to get everything done , All-or-nothing thinking,yelled sister something correctly never enough time get everything done,4.6615305,5.551885,3.963656,7.4161735,2.4879465,6.3124013,9,8,9
620,620,My wife sat me down and said she needed me to make more money because she is tired of paying rent by herself i was letting her down and she felt pressured by my actions , Mind reading,wife sat said needed make money tired paying rent letting felt pressured action,3.4536483,3.7689013,2.430149,9.840678,2.1273603,7.5151596,7,0,4
621,621,I was in my grandma's house and I knocked the vase on the floor Grandma will be so angry at me , Fortune telling,grandma house knocked vase floor grandma angry,4.6423864,4.8517413,4.1178837,7.2681947,1.9552613,6.372292,9,8,4
622,622,An mturk requester rejected my task and I wasn't sure why because I work very hard on my tasks. Being new it affected my approval rating more negatively. I'm not smart enough to succeed at mturk , All-or-nothing thinking,mturk requester rejected task wasnt sure work hard task new affected approval rating negatively im smart enough succeed mturk,8.242022,5.5655813,8.031951,10.805887,8.032377,5.7289414,10,3,8
623,623,"My daughter refused to do anything I instructed her to and embarrassed me greatly before guests I was hosting. If I cannot control her now, I have lost her perhaps forever ", Overgeneralizing,daughter refused anything instructed embarrassed greatly guest hosting cannot control lost perhaps forever,4.5225906,6.008692,4.3009973,6.892293,2.0251606,6.2303705,9,8,4
624,624,A potential client decided to work with another company. I failed our company & myself. , All-or-nothing thinking,potential client decided work another company failed company,8.490742,5.958033,7.9683037,11.013854,7.9240403,6.081105,5,3,8
625,625,I can't do anything right and I'm crying over spilling cereal on my bed and dress I'm worthless , Catastrophizing,cant anything right im cry spilling cereal bed dress im worthless,7.548811,2.5418866,6.930557,8.1120615,5.5868454,5.322422,2,10,2
626,626,Don't have a job I'm a failure , Negative feeling or emotion,dont job im failure,8.957596,5.5130854,8.7139015,9.725058,7.2333612,6.836407,5,7,7
627,627,They did not convert me as permanent at work I'm a failure , Labeling,convert permanent work im failure,9.070007,5.7996774,9.070338,10.120812,7.7830863,7.0909634,5,7,7
628,628,"I can feel everyone becoming distant with me, including my boyfriend. He just cheated on me not even a week ago and i cant bring myself to leave him no matter what he does. He does not care. I have no family, i only ever had him. Im annoying and i am never happy with anything and i hate myself for it because i want to be happy and i want to be a good person. I can feel my heart breaking more and more as i cone to the realization that i am not wanted nor needed. I am a problem. ", Labeling,feel everyone becoming distant including boyfriend cheated even week ago cant bring leave matter care family ever im annoying never happy anything hate want happy want good person feel heart breaking cone realization wanted needed problem,7.2781935,2.0244687,5.3452115,7.7456975,3.8098934,6.168742,2,2,12
629,629,I know why I am so angry all of the time. like I have this little monster in my head. It just makes me want to abandon everything and hide from everyone so I lash out anymore. I just hate my brain. I am crazy. , Labeling,know angry time like little monster head make want abandon everything hide everyone lash anymore hate brain crazy,7.4030795,1.0485767,6.5189776,7.0832415,4.423564,4.178416,8,5,2
630,630,I thought that my sister had taken some money from my house when she'd come over to visit. I cannot trust my sister anymore. , Blaming,thought sister taken money house shed come visit cannot trust sister anymore,4.3694825,5.2297697,4.1906123,7.9047275,2.489284,6.504662,9,8,6
631,631,I've been a massive bummer in my personal life and am making people feel bad I'm worthless , Labeling,ive massive bummer personal life making people feel bad im worthless,7.231335,2.3751965,6.755279,8.193208,5.1628556,5.908767,2,10,12
632,632,"I was passed over for a new job with a larger company. I had the qualifications and the experience for this job, yet I was passed over for someone else who had less experience than I. ", Personalizing,passed new job larger company qualification experience job yet passed someone else le experience,8.1751,6.5139856,8.104658,11.460077,7.449838,8.293893,5,3,7
633,633,I posted a new piece of artwork online and people started comparing it with artwork created by others I shouldn't have posted it , Personalizing,posted new piece artwork online people started comparing artwork created others shouldnt posted,6.926829,5.9685493,6.225682,10.331128,6.025681,8.039996,10,9,1
634,634,I made a goal to quit smoking and failed I keep failing at this , Overgeneralizing,made goal quit smoking failed keep failing,8.660079,2.8307538,8.013653,8.280801,6.058758,5.1842203,12,1,0
635,635,I burnt the potatoes while cooking I should have been perfect , Should statements,burnt potato cooking perfect,5.873717,6.266986,7.690414,5.954629,5.7456717,3.0395703,3,9,10
636,636,My girlfriend is getting a new job in a distant city. This is going to cause us to break up. , Fortune telling,girlfriend getting new job distant city going cause u break,3.1955988,3.0306382,2.2302961,10.064076,2.378993,7.4832735,7,0,4
637,637,"I had been working on a project at work for a very long time, but a higher up manager contacted my boss and asked about it, insinuating I wasn't delivering it fast enough. I'm working on this as fast as I possibly can ", Comparing and Despairing,working project work long time higher manager contacted bos asked insinuating wasnt delivering fast enough im working fast possibly,7.820238,5.6802034,7.5128465,10.698542,8.312951,4.7893815,10,3,8
638,638,Threw a conniption when unable to complete an Amigurumi project for my niece. I am unable to do this simply damned thing. , All-or-nothing thinking,threw conniption unable complete amigurumi project niece unable simply damned thing,8.154585,4.3161607,7.6944985,10.097531,6.630852,5.9208403,12,3,0
639,639,"I did a poor job organizing a meeting, but it turned out to not be a big deal. I am not a good project manager. ", Labeling,poor job organizing meeting turned big deal good project manager,7.7673283,5.167067,6.934118,10.953418,8.262823,5.089941,10,3,8
640,640,My wife didn't look up from her phone or answer me when I came to talk to her. Am I not worth her time? , Labeling,wife didnt look phone answer came talk worth time,2.913744,3.5709074,2.5160325,10.04341,1.8621479,7.643105,7,0,4
641,641,I was on the phone with my boyfriend and he got a call on the other line. I assumed it was another girl calling him. I am not good enough. , Labeling,phone boyfriend got call line assumed another girl calling good enough,2.55446,4.7339215,2.5924594,8.687673,2.6603482,8.256772,0,4,6
642,642,I talk to a close friend online every day because we live in different states. We share a lot about our lives and our messages are usually pretty long. My friend asked me to stop messaging for a while because they felt overwhelmed and wouldn't be able to respond but wanted to at a later time I'm annoying and oversharing , Overgeneralizing,talk close friend online every day live different state share lot life message usually pretty long friend asked stop messaging felt overwhelmed wouldnt able respond wanted later time im annoying oversharing,2.8119564,4.413831,3.4670193,9.378023,4.0857615,8.033224,0,0,5
643,643,i ate too much and too fast to temporarily please myself but not because i felt hunger i am not able to control my eating habits , Negative feeling or emotion,ate much fast temporarily please felt hunger able control eating habit,9.100753,1.3414313,7.8199625,6.577817,5.605379,3.9629204,8,12,2
644,644,I couldn't find my bank card and realized my husband must have taken it. He shouldn't have taken it without asking me first. , Blaming,couldnt find bank card realized husband must taken shouldnt taken without asking first,3.641414,5.783738,3.5189385,8.203844,2.6709352,8.869638,9,4,6
645,645,I was told that I don't look as attractive as I used to by my significant other. She told me that she does not like the way that I have been dressing lately and that I should go back to my old style of dressing. I can recall feeling embarrassed and let down with myself. I felt very tiny and as though my relationship was falling apart because she was starting to become very superficial. What am I doing to deserve this? , Emotional reasoning,told dont look attractive used significant told like way dressing lately go back old style dressing recall feeling embarrassed let felt tiny though relationship falling apart starting become superficial deserve,4.010792,3.4073963,3.4436457,9.737995,1.9361892,7.1905265,7,0,4
646,646,My husband got two tickets to a Bruins game the other day and rather than asking me if I wanted to go with him he invited a friend. My husband doesn't want to spend time with me. , Mind reading,husband got two ticket bruin game day rather asking wanted go invited friend husband doesnt want spend time,3.1834784,5.7345295,2.6714776,8.19157,2.606827,8.805991,0,4,6
647,647,"A new policy at work was established and required cooperation of efforts from another department in order to meet the new requirements. I took initiative and set meetings to talk about the new roles. After the meeting a verbal agreements were made I drafted a memorandum of agreement outlining the verbal agreements. A day later, the other department refused to participate because they did not want to do any extra work. We will not be able to complete the work that needs to be done ", Catastrophizing,new policy work established required cooperation effort another department order meet new requirement took initiative set meeting talk new role meeting verbal agreement made drafted memorandum agreement outlining verbal agreement day later department refused participate want extra work able complete work need done,5.6138344,4.6025205,7.5528107,11.049257,8.33706,5.287768,6,3,8
648,648,I was reprimanded at work for standing up to a coworker who was bullying another co-worker. It was unfair that I was the one to get in trouble for defending a weaker person. , Blaming,reprimanded work standing coworker bullying another coworker unfair one get trouble defending weaker person,7.154803,6.404663,6.4528375,11.524402,6.814976,8.627396,10,6,1
649,649,"I have been studying for months for the real estate exam. When I went to take it, I did not pass by two points. I really have to pass, I need to work. ", Negative feeling or emotion,studying month real estate exam went take pas two point really pas need work,9.608583,3.6459978,8.972107,8.4603815,9.024275,6.460703,1,11,3
650,650,I hurt my families feelings by canceling the trip they had planned to come to see me. I should have made time for them. , Should statements,hurt family feeling canceling trip planned come see made time,5.1026163,5.114261,4.570547,7.302675,2.834304,6.550166,9,8,6
651,651,Someone started a rumor that I'd been banned from an online community when in fact I hadn't. Many people chose to attack my character and one person called me a bully. When I dispelled the rumor and defended myself I was denied an opportunity to defend myself and insulted further. I am a bad person. , Labeling,someone started rumor id banned online community fact hadnt many people chose attack character one person called bully dispelled rumor defended denied opportunity defend insulted bad person,6.9225235,6.3525558,6.149234,11.364972,6.4547863,8.638488,10,6,1
652,652,I am trying to help my son pay his bills and find a job. He does not appreciate anything I do for him. , Overgeneralizing,trying help son pay bill find job appreciate anything,3.8491335,6.0996127,3.056211,7.684899,3.3288162,9.231566,0,4,9
653,653,I was talking with my boyfriend on my lunch break and he started to clean his computer with canned air which made a very loud noise. Does he not care what I am saying? , Overgeneralizing,talking boyfriend lunch break started clean computer canned air made loud noise care saying,3.4041371,4.937996,3.045012,8.684804,2.8114743,8.531333,0,4,6
654,654,I tried to make a business but I lose I'll never be able to do anything , Fortune telling,tried make business lose ill never able anything,9.159914,5.032655,8.720552,9.694959,7.2725253,6.982804,5,7,7
655,655,My dad is in the next room in his hospice bed and im afraid of not doing everything right. Am I doing enough , Negative feeling or emotion,dad next room hospice bed im afraid everything right enough,6.6710234,3.889703,4.862081,6.7926006,3.6460552,5.291623,3,8,12
656,656,I tried a new hair style but no one commented on it I shouldn't have changed my hair , Should statements,tried new hair style one commented shouldnt changed hair,6.343833,5.2732005,5.905799,10.127501,6.914788,3.7033744,10,9,10
657,657,Our group project did not receive a high grade It was my fault my group got a bad grade , Disqualifying the Positive,group project receive high grade fault group got bad grade,8.10774,5.242142,9.336715,8.148909,8.746666,5.930563,10,11,3
658,658,I sent a message to my friend and they did not reply It must be my fault , Personalizing,sent message friend reply must fault,4.5518327,3.7153115,4.6943827,10.297285,4.508214,8.085904,6,6,5
659,659,I was up for a promotion at work and did not receive it. I will be stuck in middle-management for the remainder of my career. , Catastrophizing,promotion work receive stuck middlemanagement remainder career,8.286891,6.3937197,8.235288,11.419825,7.6288,8.113925,5,3,7
660,660,I failed to convince my son that he should go back to college I am failing as a parent , Labeling,failed convince son go back college failing parent,4.0540824,6.179904,3.759056,6.835716,3.5219543,9.377999,9,8,9
661,661,I didn't get as good of feedback on a work assignment as I wanted I didn't do as good a job as I thought , Catastrophizing,didnt get good feedback work assignment wanted didnt good job thought,7.9439282,5.5124397,8.483006,10.7370615,8.289641,6.072646,10,7,3
662,662,I was talking to my husband about something that happened to me that day.  He kept interrupting and talking over me.  I got up and left the room. My husband was being a jerk and not listening to me. , Personalizing,talking husband something happened day kept interrupting talking got left room husband jerk listening,3.3657045,5.642429,2.5188725,8.289266,2.4586415,8.366147,0,4,6
663,663,I applied for a new part-time position and took the qualifying exam but didn't pass because they  changed some of the guidelines for the job. They warned us beforehand that this may happen in the hiring process. I thought that I should have studied harder. If I knew enough information I would pass no matter how the standards changed. It was my fault I didn't try hard enough and was furious with myself , Personalizing,applied new parttime position took qualifying exam didnt pas changed guideline job warned u beforehand may happen hiring process thought studied harder knew enough information would pas matter standard changed fault didnt try hard enough furious,9.396901,4.2191477,9.108773,8.620376,8.860658,6.4585166,1,11,3
664,664,"The guy I'm dating went home early one night and I got upset because I thought it meant he didn't want to see me anymore, but I was wrong. I guess he doesn't like me anymore ", Mind reading,guy im dating went home early one night got upset thought meant didnt want see anymore wrong guess doesnt like anymore,2.7904403,5.0366473,2.5268655,8.470811,2.8654165,8.372842,0,4,6
665,665,i celebrated a past holiday by myself why don't i have friends? why am i not social? SIGH! , All-or-nothing thinking,celebrated past holiday dont friend social sigh,4.8624406,2.515652,4.668931,10.199118,4.730985,7.163232,11,2,11
666,666,I run a business with my close friend and we were taking work-related photos at their house. I took the memory card home but lost it while I was walking. My friend is going to be angry with me , Mind reading,run business close friend taking workrelated photo house took memory card home lost walking friend going angry,5.395916,5.7269297,4.013265,8.601492,4.1724277,8.798104,9,8,1
667,667,I called a woman I love by accident during a bad time She will never love me now , Mind reading,called woman love accident bad time never love,3.5541189,3.2098095,2.7980096,10.0569515,1.9458449,7.316912,7,0,4
668,668,"I confronted a coworker about eating my food from the refrigerator, only to realize the custodians threw away my food the night before. My coworkers are making fun of me now ", Mind reading,confronted coworker eating food refrigerator realize custodian threw away food night coworkers making fun,6.523409,6.127586,5.8124814,11.001298,4.550294,8.967375,10,6,1
669,669,I took part in a writing competition and I lost I will never become a successful writer , Fortune telling,took part writing competition lost never become successful writer,9.13124,4.607443,9.443327,9.202141,7.511635,6.481787,1,11,3
670,670,Three days have passed since my job interview and I didn't receive any updates I didn't get the job , Fortune telling,three day passed since job interview didnt receive update didnt get job,8.909043,6.385049,9.172584,10.807103,8.100183,7.6445894,5,7,7
671,671,"I'm facing an issue, that I love you girlfriend and she loves me back. But I hurt her because I'm manipulative, without really realizing what I'm doing. I make her feel guilty of things that she shouldn't feel so, and if I don't get things my way, I manipulate it so it sounds like it's her fault or she is wrong. I don't do it voluntarily, but I do it too often and it hurts her and me. I am manipulative ", Labeling,im facing issue love girlfriend love back hurt im manipulative without really realizing im make feel guilty thing shouldnt feel dont get thing way manipulate sound like fault wrong dont voluntarily often hurt manipulative,4.091797,3.4474134,2.7412322,10.1930065,2.7532902,7.231078,7,0,4
672,672,"Every time I think I have another chance at love, I am reminded how insufferable and unlovable I make myself. I am a hard person to love ", Labeling,every time think another chance love reminded insufferable unlovable make hard person love,4.8697925,1.9123682,4.2952323,9.7865505,4.6872663,6.786655,11,2,11
673,673,I love two people at the same time That I'm going to fail , Fortune telling,love two people time im going fail,9.183295,3.465781,8.251181,8.547566,7.5894094,6.3360195,1,1,3
674,674,I've been applying for jobs and just got a call that someone else filled a position I applied for. I might never get hired. , Catastrophizing,ive applying job got call someone else filled position applied might never get hired,8.7327385,6.412246,9.194006,10.906926,8.050952,7.753025,5,7,7
675,675,My inabilities cost me my job. I would not find a job , Catastrophizing,inability cost job would find job,9.135395,5.658143,8.947803,10.155684,7.3411713,7.3197403,5,7,7
676,676,Fired for not meeting quota as a salesman. I can't pay my bills. , Negative feeling or emotion,fired meeting quota salesman cant pay bill,9.0974865,5.730956,8.835493,10.585652,7.555261,7.573704,5,7,7
677,677,I had an opportunity to get a large bonus at work but I did not do well on task so no bonus I could have done so much better , Personalizing,opportunity get large bonus work well task bonus could done much better,8.170596,6.2905283,8.364309,10.865603,8.058691,7.2336793,10,7,7
678,678,I wave to an acquaintance and get no response. I don't make a memorable impression on people. , Labeling,wave acquaintance get response dont make memorable impression people,5.021987,2.981372,5.1262918,10.630482,5.1981716,7.8689094,11,6,5
679,679,I want to shoot myself I have lost all hope , Negative feeling or emotion,want shoot lost hope,7.5407176,1.7321874,6.1838236,7.5620656,4.5675325,5.160899,2,5,2
680,680,My guitar teacher told me I needed to correct my posture I've been practicing but I'm not making any progress , All-or-nothing thinking,guitar teacher told needed correct posture ive practicing im making progress,8.780025,3.4122913,7.339811,8.76548,6.4589324,5.5346956,12,1,0
681,681,I got very upset last week when I realized that I had forgotten to fill out a required form and the date that the form was due had already passed. they should have reminded me before I forgot , Should statements,got upset last week realized forgotten fill required form date form due already passed reminded forgot,7.0360327,5.93002,7.1419964,10.605251,8.033982,4.694593,10,3,8
682,682,"I found a job I thought was perfect for me in the field I used to work in and love very much. A few days after putting in a resume and lining up several references, I found out the job was filled and I didn't even get so much as an acknowledgment of my application much less an interview when I was extremely qualified. why can't I ever get anything I want ", All-or-nothing thinking,found job thought perfect field used work love much day putting resume lining several reference found job filled didnt even get much acknowledgment application much le interview extremely qualified cant ever get anything want,8.671334,6.3376956,9.031988,10.797794,8.091328,7.7259703,5,7,7
683,683,I recently discovered a music artist that I very much enjoy. When I showed it to a close friend they had a very negative reaction and asked me how I could enjoy this type of music. I ended up getting quite angry with them and told them they had bad taste in music. I felt that my personal self was under attack - and I needed to retaliate by denying their attack. , Personalizing,recently discovered music artist much enjoy showed close friend negative reaction asked could enjoy type music ended getting quite angry told bad taste music felt personal self attack needed retaliate denying attack,6.906294,6.246076,6.010847,11.26028,3.7927623,7.8125005,10,6,1
684,684,Recent panic attack I'm not going to live up to my expectations for my future , Catastrophizing,recent panic attack im going live expectation future,8.089326,2.314282,6.139044,6.669259,3.9725504,5.062281,8,12,12
685,685,I hurt my family members by telling them to postpone their long-planned trip to visit me because I was too busy I am selfish , Labeling,hurt family member telling postpone longplanned trip visit busy selfish,5.2236843,4.988716,4.5515985,7.363641,2.8473814,6.5380855,9,8,6
686,686,"When I told my friend about my job, he said it has little real-world significance My job is worthless ", Overgeneralizing,told friend job said little realworld significance job worthless,8.879532,5.747423,8.582254,10.277512,6.8817644,7.113046,5,7,7
687,687,"it's so hard to do school work, get out of bed, care for myself, and eat I'm so exhausted ", Negative feeling or emotion,hard school work get bed care eat im exhausted,8.310104,2.4177675,7.455962,7.789822,5.3850374,4.939472,2,10,2
688,688,Our forest inventory data is due in less than three days and I still have over 100 plots to do.  The date cannot be missed and my superiors expect it completed. I have at least four normal days of plot work needing done in three days , Negative feeling or emotion,forest inventory data due le three day still plot date cannot missed superior expect completed least four normal day plot work needing done three day,8.159665,4.640492,7.602056,10.412055,8.093002,4.9493327,5,3,8
689,689,My financial situation is going out of hand I'm worried about my future , Fortune telling,financial situation going hand im worried future,9.442929,5.064185,8.826354,9.5038805,6.9379315,7.1824794,5,7,7
690,690,"I was given a solo for the church play.  At practice when it came time for me to sing, my voice cracked and I lost the solo. I can't sing. ", All-or-nothing thinking,given solo church play practice came time sing voice cracked lost solo cant sing,8.233063,3.3665674,7.0993676,8.776582,6.6520853,6.1615305,12,10,0
691,691,"I always do the wrong thing, I always make mistakes I hate myself ", Labeling,always wrong thing always make mistake hate,6.819237,2.6707046,6.1201997,8.281476,6.78709,4.9760413,4,5,0
692,692,"I was walking in a poorly lit downtown area when a man approached me and asked for money. I told him I had none, and he started cussing me out and following me. I eventually started running and he finally stopped following. He is going to hurt me ", Fortune telling,walking poorly lit downtown area man approached asked money told none started cussing following eventually started running finally stopped following going hurt,2.7635024,5.1314707,3.8786097,8.739067,3.9176795,8.720943,0,4,1
693,693,"I left a toxic job that abused me for more than a decade. I thought I found a new job that was better, but realized they lied to me about the job and now I hate working here. I feel like I made a huge mistake. I can never get a break. Every time I try to make a positive change in my life, something happens to ruin it. ", Negative feeling or emotion,left toxic job abused decade thought found new job better realized lied job hate working feel like made huge mistake never get break every time try make positive change life something happens ruin,9.034812,5.4863586,7.2049303,7.8932624,6.076296,5.6572413,5,10,0
694,694,Last week I found out that my mother had experienced sudden back pain that lasted for a few days  and I somehow worked myself into a very concerned state where I kind of felt like she was going to become completely incapacitated and have to live in a nursing home. I'm afraid she's going to die soon. , Emotional reasoning,last week found mother experienced sudden back pain lasted day somehow worked concerned state kind felt like going become completely incapacitated live nursing home im afraid shes going die soon,5.2821693,5.011239,4.9417143,6.741218,3.5172818,5.1725674,3,12,12
695,695,I received a rejection email from a position I applied to. I will never get a job. , Fortune telling,received rejection email position applied never get job,8.841612,6.4009705,9.143265,10.789791,7.917773,7.577689,5,7,7
696,696,"I called an old friend, but she wasn't home and didn't return my call. Maybe she doesn't want to talk to me anymore. ", Mind reading,called old friend wasnt home didnt return call maybe doesnt want talk anymore,3.1741076,3.8461757,2.8752513,9.822712,2.0149941,7.5927343,7,0,4
697,697,I am single and isolated im unlovable , Negative feeling or emotion,single isolated im unlovable,4.743187,1.7578696,4.505284,9.666505,4.8564477,6.7753987,11,2,11
698,698,"My boyfriend didn't reply back to me instantly. If I text my boyfriend too much, he will get bored of me. ", Mind reading,boyfriend didnt reply back instantly text boyfriend much get bored,2.6210217,4.7350135,2.8712337,8.753098,2.853535,8.351625,0,4,6
699,699,I was looking forward to relaxing but my partner asked me to make dinner instead. My partner thinks I am lazy. , Mind reading,looking forward relaxing partner asked make dinner instead partner think lazy,5.9007983,6.179959,2.9352856,7.9150405,2.2201016,8.655475,3,4,6
700,700,"Someone criticized the way I dealt with a patient saying that I was too short tempered with them. I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me. ", Personalizing,someone criticized way dealt patient saying short tempered felt criticism unfair didnt take account entire situation especially considering patient behaving towards,7.1797085,6.309725,6.437573,11.576766,6.784871,8.63552,10,6,1
701,701,I failed to turn in my planned event calendar by the due date. I forgot something important. Again. My boss is going to kill me. , Catastrophizing,failed turn planned event calendar due date forgot something important bos going kill,7.5592,5.0306473,7.3220468,10.924389,8.0754595,4.6421432,10,3,8
702,702,"I had a huge fight with my friend and I love her so much and I called her fat and ugly and I didn't mean to, is there a condition for something like this I'm being mean to someone I love ", Labeling,huge fight friend love much called fat ugly didnt mean condition something like im mean someone love,4.6160398,4.127309,4.171042,9.462575,3.7635782,7.88099,6,2,6
703,703,Last week I made a special dinner at my house for my family to enjoy but I overcooked the food. after three decades since I first started learning how to cook I am still ruining meals. , Overgeneralizing,last week made special dinner house family enjoy overcooked food three decade since first started learning cook still ruining meal,5.829072,6.3063917,7.6814103,6.013382,5.7749605,3.1194115,3,9,10
704,704,I failed to do a work task appropriately in a side-gig. I won't get paid , Fortune telling,failed work task appropriately sidegig wont get paid,8.444182,6.000468,8.655081,10.673009,8.295598,4.9309545,5,7,8
705,705,I mixed up the addresses on two packages and sent them to the wrong place I screwed up again at work , Negative feeling or emotion,mixed address two package sent wrong place screwed work,7.2002835,5.1107297,7.1569066,10.418134,7.469801,4.752017,10,3,8
706,706,I made a mistake with an expensive reagent at work and ruined my experiment. I'm mad at myself for being careless , Emotional reasoning,made mistake expensive reagent work ruined experiment im mad careless,7.144143,4.9514027,6.865615,10.010391,7.4667215,4.674263,10,3,8
707,707,I couldn't finish the task in time I'm incompetent , Labeling,couldnt finish task time im incompetent,8.112781,4.438435,7.5532837,10.182539,7.945486,4.897757,12,3,8
708,708,My friend asked for help and I denied I'm self-centered , Labeling,friend asked help denied im selfcentered,4.484211,4.2999716,6.0565524,7.985331,3.7971337,7.4931808,0,5,1
709,709,I try to talk to a stranger at a party and they seem disinterested and walk away from me I'm boring , Fortune telling,try talk stranger party seem disinterested walk away im boring,4.8913765,2.810506,4.7903495,10.299563,5.1099153,7.9758577,11,6,5
710,710,"I don't work. I rely heavily on my partner, I'm so easily scared I am a burden. ", Labeling,dont work rely heavily partner im easily scared burden,6.521052,3.6531591,7.2857456,8.045634,3.7488332,5.9944057,8,10,12
711,711,I am alone none understands Can not move have so much to do mind numb , Negative feeling or emotion,alone none understands move much mind numb,7.2785177,1.8128803,6.827882,7.473049,5.137478,5.9883046,2,5,11
712,712,I had a breakup I am the cause of the breakup , Personalizing,breakup cause breakup,3.9252737,2.7507472,2.316544,9.071747,3.068639,7.159935,0,4,12
713,713,"My friend asked for advice, but I was unable to provide it I'm completely self-centered and thoughtless ", All-or-nothing thinking,friend asked advice unable provide im completely selfcentered thoughtless,4.5918407,4.2194114,6.124895,7.8539147,3.8226092,7.583578,0,5,1
714,714,"Last week my sister and I facetime. I didnt show much interest. Later that day, my cousin told me that my sister was sad because of my behavior. I made my sister sad ", Mind reading,last week sister facetime didnt show much interest later day cousin told sister sad behavior made sister sad,4.4006906,5.035709,4.1524887,7.5459604,2.6045508,6.5216513,9,8,6
715,715,I am under appreciated at work Self worth , Comparing and Despairing,appreciated work self worth,7.995806,6.034452,7.6901393,11.362204,6.405681,7.7056026,10,10,7
716,716,I gained a little weight while trying to diet I'm not succeeding , All-or-nothing thinking,gained little weight trying diet im succeeding,9.087172,1.3667846,7.950897,6.6099095,5.80016,4.0596466,8,12,2
717,717,"I lost my best friend. I'm a male and she was the nicest girl I've ever met. But I fucked it. I started to take her for granted, started to overthink, to take everything too seriously, I was jealous, selfish and though only of my own interests and not of hers feelings it's all my fault ", Personalizing,lost best friend im male nicest girl ive ever met fucked started take granted started overthink take everything seriously jealous selfish though interest feeling fault,3.750745,3.0517845,3.9710495,9.144894,3.3811965,6.1952114,7,0,12
718,718,I have been trying a number of diets. This week I weighed myself and found out I had gained a pound I am trying to lose weight but nothing works , Disqualifying the Positive,trying number diet week weighed found gained pound trying lose weight nothing work,9.016854,1.3843225,7.9436803,6.625734,5.813173,4.022466,8,12,2
719,719,I was not paying attention and scratched someone's car while driving I am will have to pay for this , Fortune telling,paying attention scratched someone car driving pay,6.0498405,5.519163,6.820319,10.293422,4.5162144,8.777404,3,3,1
720,720,"For many years I've been tutoring students online in math and reading. One of my newer students requested to my supervisor that she be assigned to a different tutor because she didn't like me. I was searching my brain to figure out why she didn't like me, and it made me so sad to think I'd hurt her feelings or caused a problem for her. ", Personalizing,many year ive tutoring student online math reading one newer student requested supervisor assigned different tutor didnt like searching brain figure didnt like made sad think id hurt feeling caused problem,7.4769087,6.503971,3.3653615,10.368761,7.005,8.506665,10,0,1
721,721,I had dinner plans cancelled by my parents because I my mom was feeling under the weather. I never get to see her anymore. , Negative feeling or emotion,dinner plan cancelled parent mom feeling weather never get see anymore,4.959113,5.2856617,4.2973123,7.058263,2.659122,6.2852316,9,8,6
